content,score,date,option,satis_list
한달사용기빠른배송감사해요~~~~~,5,23.08.14.,상품선택: [탈모케어] 골드플러스TS샴푸500g,"['두피자극_순해요', '탈모케어_아주 만족해요', '세정력_아주 만족해요']"
계속 사용중인 제품입니다. 만족해요,5,23.07.31.,상품선택: [탈모케어] 골드플러스TS샴푸500g,"['두피자극_순해요', '탈모케어_잘 모르겠어요', '세정력_아주 만족해요']"
비듬 많던 식구들이 이 샴푸쓰고 없어져 꾸준히 쓰고있어요.,5,23.07.13.,상품선택: 할인행사) 올뉴플러스TS샴푸 100g x 5개,"['두피자극_순해요', '탈모케어_아주 만족해요', '세정력_아주 만족해요']"
냄새도 거의 안나고 좋아요.,5,23.07.12.,상품선택: [탈모케어] 골드플러스TS샴푸500g,"['두피자극_순해요', '탈모케어_아주 만족해요', '세정력_아주 만족해요']"
한달사용기ts는 항상 평타는치는듯,5,23.08.09.,상품선택: [탈모케어] 골드플러스TS샴푸500g,"['세정력_보통이에요', '두피자극_순해요', '탈모케어_잘 모르겠어요']"
일단 꾸준히 쓰고 있습이다,5,23.07.29.,상품선택: [탈모케어] 골드플러스TS샴푸500g,"['헤어_지성탈모', '두피자극_순해요', '탈모케어_아주 만족해요', '세정력_아주 만족해요']"
재구매항상 만족하며 쓰고 있습니다,5,23.07.25.,상품선택: [탈모케어] 골드플러스TS샴푸500g,"['헤어_지성', '두피자극_순해요', '탈모케어_아주 만족해요', '세정력_아주 만족해요']"
한달사용기재구매맘에 들고 배송이 넘  빨라서 좋아요,5,23.07.18.,상품선택: [탈모케어] 골드플러스TS샴푸500g,"['두피자극_순해요', '탈모케어_아주 만족해요', '세정력_아주 만족해요']"
물건잘받았습니다!!,5,23.07.04.,상품선택: [탈모케어] 골드플러스TS샴푸500g,"['두피자극_순해요', '탈모케어_아주 만족해요', '세정력_아주 만족해요']"
이거쓰고정수리빈틈이줄긴했는데 뭔가지루성피부염처럼 뾰루지같은게생기긴해요 저 머리엄청잘행구는데도문제네여,5,23.06.07.,상품선택: [탈모케어] 골드플러스TS샴푸500g,"['두피자극_보통이에요', '탈모케어_아주 만족해요', '세정력_아주 만족해요']"
재구매배송도 빠르고 좋습니다. 많이파세요!!,5,23.06.23.,상품선택: [탈모케어] 골드플러스TS샴푸500g,"['두피자극_순해요', '탈모케어_아주 만족해요', '세정력_아주 만족해요']"
재구매잘 쓰고 있어요 감사합니다~,5,23.06.22.,상품선택: [탈모케어] 골드플러스TS샴푸500g,"['헤어_지성', '두피자극_순해요', '탈모케어_아주 만족해요', '세정력_아주 만족해요']"
재구매꾸준히 사용하고 있어요 머리 풍성해진 느낌,5,23.07.03.,상품선택: [탈모케어] 골드플러스TS샴푸500g,"['세정력_보통이에요', '두피자극_보통이에요', '탈모케어_아주 만족해요']"
배송도 빠르고 꼼꼼해여 잘써볼께여,5,23.07.13.,상품선택: [탈모케어] 골드플러스TS샴푸500g,"['두피자극_순해요', '탈모케어_아주 만족해요', '세정력_아주 만족해요']"
재구매항상 쓰는 제품 저렴하게 구매,5,23.06.17.,상품선택: 할인행사) 골드플러스TS샴푸 100g x 5개,"['두피자극_순해요', '탈모케어_아주 만족해요', '세정력_아주 만족해요']"
만족합니다. 추천드려요~,5,23.07.03.,상품선택: [탈모케어] 골드플러스TS샴푸500g,"['두피자극_순해요', '탈모케어_아주 만족해요', '세정력_아주 만족해요']"
재구매빠른배송 감사합니다,5,23.07.09.,상품선택: [탈모케어] 골드플러스TS샴푸500g,"['두피자극_순해요', '탈모케어_아주 만족해요', '세정력_아주 만족해요']"
매우 아주 만족합니다 ~~~,5,23.07.10.,상품선택: [탈모케어] 골드플러스TS샴푸500g,"['두피자극_보통이에요', '탈모케어_아주 만족해요', '세정력_아주 만족해요']"
한달사용기남편이 이샴푸가 잘 맞는다면서 이것만 찾아요,5,23.06.13.,상품선택: [탈모케어] 골드플러스TS샴푸500g,"['두피자극_보통이에요', '탈모케어_잘 모르겠어요', '세정력_아주 만족해요']"
한달사용기쟁여놓고쓰는 제품입니다 구매전 사용중인 제품이 남아서 아직 개봉전 입니다만 같은 제품이니 똑같이 좋을것입니다,5,23.05.23.,상품선택: [탈모케어] 골드플러스TS샴푸500g,"['헤어_지성가는 모발가려움비듬', '두피자극_순해요', '탈모케어_아주 만족해요', '세정력_아주 만족해요']"
재구매풍성해져라 풍성해져라,5,23.07.30.,상품선택: [탈모케어] 올뉴플러스TS샴푸 500g,"['두피자극_순해요', '탈모케어_아주 만족해요', '세정력_아주 만족해요']"
한달사용기온 가족이 다 같이 잘 사용 중입니다,5,23.06.12.,상품선택: [탈모케어] 올뉴플러스TS샴푸 500g,"['두피자극_순해요', '탈모케어_아주 만족해요', '세정력_아주 만족해요']"
한달사용기재구매매번 사서 사용하는데 좋아요,3,23.06.29.,상품선택: [탈모케어] 골드플러스TS샴푸500g,"['세정력_보통이에요', '두피자극_순해요', '탈모케어_잘 모르겠어요']"
늘 사용하는 제품입니다 가족이 함께사용해요,4,23.06.21.,상품선택: [탈모케어] 골드플러스TS샴푸500g,"['세정력_보통이에요', '두피자극_순해요', '탈모케어_잘 모르겠어요']"
다른 곳들은 다 유통기한이 짧은데 여긴 유통기한이 길어서 좋아요,5,23.05.21.,상품선택: [탈모케어] 골드플러스TS샴푸500g,"['두피자극_순해요', '탈모케어_잘 모르겠어요', '세정력_아주 만족해요']"
유통기한도 길고 싸게 사서 좋아요,5,23.06.16.,상품선택: [탈모케어] 골드플러스TS샴푸500g,"['두피자극_순해요', '탈모케어_아주 만족해요', '세정력_아주 만족해요']"
사용전 입니다 잘 사용해 보도록 하겠습니다,5,23.05.24.,상품선택: [탈모케어] 골드플러스TS샴푸500g,"['두피자극_순해요', '탈모케어_아주 만족해요', '세정력_아주 만족해요']"
몸으로 체감되는 탈모샴푸는 ts가 유일한듯,5,23.06.14.,상품선택: [탈모케어] 골드플러스TS샴푸500g,"['헤어_지성탈모가려움', '두피자극_순해요', '탈모케어_아주 만족해요', '세정력_아주 만족해요']"
한달사용기잘 사용중입니다 ㅎㅎ,5,23.06.20.,상품선택: 할인행사) 올뉴플러스TS샴푸 100g x 5개,"['세정력_보통이에요', '두피자극_보통이에요', '탈모케어_잘 모르겠어요']"
항상 잘쓰고있습니다.,5,23.05.25.,상품선택: [탈모케어] 골드플러스TS샴푸500g,"['두피자극_순해요', '탈모케어_아주 만족해요', '세정력_아주 만족해요']"
한달사용기잘 쓰고 있어요 ㅋㅋ,5,23.06.20.,상품선택: [탈모케어] 골드플러스TS샴푸500g,"['세정력_보통이에요', '두피자극_보통이에요', '탈모케어_잘 모르겠어요']"
"한달사용기매번 사용하고 있지만, 만족스럽습니다.",5,23.06.11.,상품선택: [탈모케어] 골드플러스TS샴푸500g,"['두피자극_순해요', '탈모케어_아주 만족해요', '세정력_아주 만족해요']"
이거 쓰고나서 비듬도 없어지고 좋아요,5,23.06.10.,상품선택: [비듬케어] TS 비디샴푸 500g,"['두피자극_순해요', '탈모케어_아주 만족해요', '세정력_아주 만족해요']"
저한테 ts샴푸가 딱입니다^^,5,23.06.17.,상품선택: [탈모케어] 골드플러스TS샴푸500g,"['헤어_복합성탈모', '두피자극_순해요', '탈모케어_아주 만족해요', '세정력_아주 만족해요']"
빠른배송 감사합니다,5,23.05.23.,상품선택: [탈모케어] 골드플러스TS샴푸500g,"['두피자극_순해요', '탈모케어_아주 만족해요', '세정력_아주 만족해요']"
한달사용기만족합니다  ~~~~~,4,23.06.16.,상품선택: [탈모케어] 골드플러스TS샴푸500g,"['두피자극_보통이에요', '탈모케어_잘 모르겠어요', '세정력_아주 만족해요']"
한달사용기재구매꾸준히 사용하고 있는 샴푸 왠지 탈모케어 잘되는 느낌 만족합니다,5,23.06.01.,상품선택: [탈모케어] 골드플러스TS샴푸500g,"['세정력_보통이에요', '두피자극_순해요', '탈모케어_아주 만족해요']"
예전에 쓰던 제품 이라 한번더 써볼까 해서요예전에 비해 머리카락은 덜 빠져요,4,23.05.29.,상품선택: [탈모케어] 골드플러스TS샴푸500g,"['두피자극_보통이에요', '탈모케어_잘 모르겠어요', '세정력_아주 만족해요']"
한달사용기항상 쓰던거라 항상 만족합니다^^,5,23.05.18.,상품선택: [탈모케어] 골드플러스TS샴푸500g,"['헤어_지성볼륨 부족가는 모발탈모', '두피자극_순해요', '탈모케어_아주 만족해요', '세정력_아주 만족해요']"
재구매믿고 쓰고있는 ts,5,23.06.12.,상품선택: [탈모케어] 뉴프리미엄 TS 샴푸 500g,"['헤어_지성가는 모발탈모', '두피자극_순해요', '탈모케어_아주 만족해요', '세정력_아주 만족해요']"
빠른배송 꼼꼼포장 감사합니다.,5,23.06.03.,상품선택: [탈모케어] 골드플러스TS샴푸500g,"['두피자극_순해요', '탈모케어_아주 만족해요', '세정력_아주 만족해요']"
"일단 저의 경우, 상대적으로 예전 사용하던 타사 샴푸보다 괜찮고, 계속 사용중입니다.",5,23.05.26.,상품선택: [탈모케어] 골드플러스TS샴푸500g,"['두피자극_순해요', '탈모케어_아주 만족해요', '세정력_아주 만족해요']"
아직 오래 써보지 않아서 효과는 모르겠지만 약간 떡진 느낌이  있어요. 오일이 많이 들어가서 그런건지는 모르겠네요.,4,23.05.20.,상품선택: [탈모케어] 골드플러스TS샴푸500g,"['세정력_보통이에요', '두피자극_보통이에요', '탈모케어_잘 모르겠어요']"
재구매꾸준히 쓰고 있어서 머리가 잘 안빠져요,5,23.05.30.,상품선택: [탈모케어] 골드플러스TS샴푸500g,"['두피자극_순해요', '탈모케어_아주 만족해요', '세정력_아주 만족해요']"
남편이 이샴푸만 사용해요,5,23.05.13.,상품선택: [탈모케어] 골드플러스TS샴푸500g,"['두피자극_보통이에요', '탈모케어_잘 모르겠어요', '세정력_아주 만족해요']"
배송 빠르고 제품 좋네요,5,23.06.03.,상품선택: [탈모케어] 골드플러스TS샴푸500g,"['두피자극_보통이에요', '탈모케어_아주 만족해요', '세정력_아주 만족해요']"
"주말에 주문했고요, 오늘(화) 잘 받았습니다. 그전에 다 쓰겠지만요, 유통기간이 25년 11월 8일까지네요. 다쓰고 또 주문하겠습니다.",5,23.04.11.,상품선택: [탈모케어] 골드플러스TS샴푸500g,"['헤어_지성가려움비듬가는 모발', '두피자극_순해요', '탈모케어_아주 만족해요', '세정력_아주 만족해요']"
몸으로 체감되는 탈모샴푸는 ts가 유일한듯,5,23.06.14.,상품선택: [탈모케어] 골드플러스TS샴푸500g,"['헤어_지성탈모가려움', '두피자극_순해요', '탈모케어_아주 만족해요', '세정력_아주 만족해요']"
한달사용기잘 사용중입니다 ㅎㅎ,5,23.06.20.,상품선택: 할인행사) 올뉴플러스TS샴푸 100g x 5개,"['세정력_보통이에요', '두피자극_보통이에요', '탈모케어_잘 모르겠어요']"
항상 잘쓰고있습니다.,5,23.05.25.,상품선택: [탈모케어] 골드플러스TS샴푸500g,"['두피자극_순해요', '탈모케어_아주 만족해요', '세정력_아주 만족해요']"
한달사용기잘 쓰고 있어요 ㅋㅋ,5,23.06.20.,상품선택: [탈모케어] 골드플러스TS샴푸500g,"['세정력_보통이에요', '두피자극_보통이에요', '탈모케어_잘 모르겠어요']"
"한달사용기매번 사용하고 있지만, 만족스럽습니다.",5,23.06.11.,상품선택: [탈모케어] 골드플러스TS샴푸500g,"['두피자극_순해요', '탈모케어_아주 만족해요', '세정력_아주 만족해요']"
이거 쓰고나서 비듬도 없어지고 좋아요,5,23.06.10.,상품선택: [비듬케어] TS 비디샴푸 500g,"['두피자극_순해요', '탈모케어_아주 만족해요', '세정력_아주 만족해요']"
저한테 ts샴푸가 딱입니다^^,5,23.06.17.,상품선택: [탈모케어] 골드플러스TS샴푸500g,"['헤어_복합성탈모', '두피자극_순해요', '탈모케어_아주 만족해요', '세정력_아주 만족해요']"
빠른배송 감사합니다,5,23.05.23.,상품선택: [탈모케어] 골드플러스TS샴푸500g,"['두피자극_순해요', '탈모케어_아주 만족해요', '세정력_아주 만족해요']"
한달사용기만족합니다  ~~~~~,4,23.06.16.,상품선택: [탈모케어] 골드플러스TS샴푸500g,"['두피자극_보통이에요', '탈모케어_잘 모르겠어요', '세정력_아주 만족해요']"
한달사용기재구매꾸준히 사용하고 있는 샴푸 왠지 탈모케어 잘되는 느낌 만족합니다,5,23.06.01.,상품선택: [탈모케어] 골드플러스TS샴푸500g,"['세정력_보통이에요', '두피자극_순해요', '탈모케어_아주 만족해요']"
예전에 쓰던 제품 이라 한번더 써볼까 해서요예전에 비해 머리카락은 덜 빠져요,4,23.05.29.,상품선택: [탈모케어] 골드플러스TS샴푸500g,"['두피자극_보통이에요', '탈모케어_잘 모르겠어요', '세정력_아주 만족해요']"
한달사용기항상 쓰던거라 항상 만족합니다^^,5,23.05.18.,상품선택: [탈모케어] 골드플러스TS샴푸500g,"['헤어_지성볼륨 부족가는 모발탈모', '두피자극_순해요', '탈모케어_아주 만족해요', '세정력_아주 만족해요']"
재구매믿고 쓰고있는 ts,5,23.06.12.,상품선택: [탈모케어] 뉴프리미엄 TS 샴푸 500g,"['헤어_지성가는 모발탈모', '두피자극_순해요', '탈모케어_아주 만족해요', '세정력_아주 만족해요']"
빠른배송 꼼꼼포장 감사합니다.,5,23.06.03.,상품선택: [탈모케어] 골드플러스TS샴푸500g,"['두피자극_순해요', '탈모케어_아주 만족해요', '세정력_아주 만족해요']"
"일단 저의 경우, 상대적으로 예전 사용하던 타사 샴푸보다 괜찮고, 계속 사용중입니다.",5,23.05.26.,상품선택: [탈모케어] 골드플러스TS샴푸500g,"['두피자극_순해요', '탈모케어_아주 만족해요', '세정력_아주 만족해요']"
아직 오래 써보지 않아서 효과는 모르겠지만 약간 떡진 느낌이  있어요. 오일이 많이 들어가서 그런건지는 모르겠네요.,4,23.05.20.,상품선택: [탈모케어] 골드플러스TS샴푸500g,"['세정력_보통이에요', '두피자극_보통이에요', '탈모케어_잘 모르겠어요']"
재구매꾸준히 쓰고 있어서 머리가 잘 안빠져요,5,23.05.30.,상품선택: [탈모케어] 골드플러스TS샴푸500g,"['두피자극_순해요', '탈모케어_아주 만족해요', '세정력_아주 만족해요']"
남편이 이샴푸만 사용해요,5,23.05.13.,상품선택: [탈모케어] 골드플러스TS샴푸500g,"['두피자극_보통이에요', '탈모케어_잘 모르겠어요', '세정력_아주 만족해요']"
배송 빠르고 제품 좋네요,5,23.06.03.,상품선택: [탈모케어] 골드플러스TS샴푸500g,"['두피자극_보통이에요', '탈모케어_아주 만족해요', '세정력_아주 만족해요']"
"주말에 주문했고요, 오늘(화) 잘 받았습니다. 그전에 다 쓰겠지만요, 유통기간이 25년 11월 8일까지네요. 다쓰고 또 주문하겠습니다.",5,23.04.11.,상품선택: [탈모케어] 골드플러스TS샴푸500g,"['헤어_지성가려움비듬가는 모발', '두피자극_순해요', '탈모케어_아주 만족해요', '세정력_아주 만족해요']"
남편이 계속 애용하는 제품이에요,5,23.05.28.,상품선택: [탈모케어] 골드플러스TS샴푸500g,"['두피자극_보통이에요', '탈모케어_잘 모르겠어요', '세정력_아주 만족해요']"
재구매사용해도해도 좋아요 계속 재구매해서 쓰고있어요 배송도빠르고 효과도 좋아요,5,23.05.20.,상품선택: 할인행사) 올뉴플러스TS샴푸 100g x 5개,"['두피자극_순해요', '탈모케어_아주 만족해요', '세정력_아주 만족해요']"
믿고쓰는 샴푸입니다,5,23.05.09.,상품선택: [탈모케어] 올뉴플러스TS샴푸 500g,"['두피자극_순해요', '탈모케어_아주 만족해요', '세정력_아주 만족해요']"
여기서만 세번째 구매중입니다 첨엔 한개만 시켰는데 두번째 세번째는 두개씩 시켰네요 배송 개빠르고 포장 완벽하며 가격 착합니다 다음에도 또 주문할테니 망하지말고 계속 장사해주세요❤,5,23.04.15.,상품선택: [탈모케어] 골드플러스TS샴푸500g,"['헤어_지성가는 모발탈모볼륨 부족', '두피자극_순해요', '탈모케어_아주 만족해요', '세정력_아주 만족해요']"
제조일은 최근이라 좋은데 다른데보다 비쌈,5,23.05.17.,상품선택: [탈모케어] 골드플러스TS샴푸500g,"['두피자극_순해요', '탈모케어_아주 만족해요', '세정력_아주 만족해요']"
늘 쓰던 제품이라  선택의 후회없이 잘 사용하고 있습니다 ~^^,5,23.05.11.,상품선택: [탈모케어] 골드플러스TS샴푸500g,"['두피자극_보통이에요', '탈모케어_잘 모르겠어요', '세정력_아주 만족해요']"
한달사용기재구매두피타입은 모르지만 딱 좋아요,5,23.04.23.,상품선택: [탈모케어] 골드플러스TS샴푸500g,"['두피자극_순해요', '탈모케어_아주 만족해요', '세정력_아주 만족해요']"
한달사용기항상사용하는ts샴푸예요.탈모예방을위해서꾸준히쓰고있습니다,5,23.04.10.,상품선택: [탈모케어] 골드플러스TS샴푸500g,"['헤어_건성손상모', '세정력_보통이에요', '두피자극_순해요', '탈모케어_아주 만족해요']"
한달사용기재구매항상 애용하고 있습니다.,5,23.05.18.,상품선택: [탈모케어] 올뉴플러스TS샴푸 500g,"['두피자극_순해요', '탈모케어_아주 만족해요', '세정력_아주 만족해요']"
한달사용기전에 구매해서 사용하는 제품입니다. 친구에게 선물하려고 구매했습니다. 재구매의사있습니다,5,23.04.25.,상품선택: [탈모케어] 골드플러스TS샴푸500g,"['헤어_지성가는 모발새치가려움', '두피자극_순해요', '탈모케어_아주 만족해요', '세정력_아주 만족해요']"
재구매항상잘쓰고있어요 저한테 딱인듯,5,23.04.30.,상품선택: [탈모케어] 골드플러스TS샴푸500g,"['두피자극_순해요', '탈모케어_잘 모르겠어요', '세정력_아주 만족해요']"
선물했는데 잘 사용하세요,5,23.05.08.,상품선택: [탈모케어] 골드플러스TS샴푸500g,"['세정력_보통이에요', '두피자극_보통이에요', '탈모케어_잘 모르겠어요']"
한달사용기아빠한테 다른거 사드렸다가 이게 더 부드럽다고 다시 사달라해서 다시 왔어요 ㅋㅋ 늘 쓰던 거라 좋아용,5,23.04.01.,상품선택: [탈모케어] 골드플러스TS샴푸500g,"['두피자극_순해요', '탈모케어_아주 만족해요', '세정력_아주 만족해요']"
선물했는데 좋아하세요,5,23.05.08.,상품선택: [탈모케어] 뉴프리미엄 TS 샴푸 500g,"['세정력_보통이에요', '두피자극_보통이에요', '탈모케어_잘 모르겠어요']"
한달사용기별 문제없이 잘 쓰고 있습니다,4,23.05.05.,상품선택: [탈모케어] 올뉴플러스TS샴푸 500g,"['세정력_보통이에요', '두피자극_보통이에요', '탈모케어_잘 모르겠어요']"
한달사용기별 문제없이 잘 쓰고 있습니다,4,23.05.05.,상품선택: 할인행사) 올뉴플러스TS샴푸 100g x 5개,"['세정력_보통이에요', '두피자극_보통이에요', '탈모케어_잘 모르겠어요']"
한달사용기잘사용하고 있습니다.,4,23.05.04.,상품선택: [탈모케어] 골드플러스TS샴푸500g,"['두피자극_순해요', '탈모케어_아주 만족해요', '세정력_아주 만족해요']"
한달사용기역시 ts좋아요 ㅋㅋ감사합니다,5,23.04.22.,상품선택: [탈모케어] 골드플러스TS샴푸500g,"['두피자극_순해요', '탈모케어_아주 만족해요', '세정력_아주 만족해요']"
항상 쓰고 있어요.,5,23.04.08.,상품선택: [탈모케어] 골드플러스TS샴푸500g,"['두피자극_순해요', '탈모케어_아주 만족해요', '세정력_아주 만족해요']"
재구매빠른배송 감사합니다. 첨엔 조금 안맞았던거같은데 며칠지나니 잘 맞아요!!,5,23.04.12.,상품선택: [탈모케어] 골드플러스TS샴푸500g,"['두피자극_순해요', '탈모케어_아주 만족해요', '세정력_아주 만족해요']"
한달사용기재구매오직 이 제품만 사용합니다!! 역시 재구매 넘 잘했어요,5,23.03.26.,상품선택: [탈모케어] 골드플러스TS샴푸500g,"['두피자극_순해요', '탈모케어_아주 만족해요', '세정력_아주 만족해요']"
재구매형도 나쁘지않고 세정력도 좋아서 온가족이 쓰고있습니다,5,23.03.26.,상품선택: [탈모케어] 골드플러스TS샴푸500g,"['두피자극_순해요', '탈모케어_아주 만족해요', '세정력_아주 만족해요']"
한달사용기오래전부터 계속 쓰고 있습니다. 너무 좋습니다. 만족합니다.,5,23.04.06.,상품선택: [탈모케어] 뉴프리미엄 TS 샴푸 500g,"['두피자극_순해요', '탈모케어_아주 만족해요', '세정력_아주 만족해요']"
한달사용기잘 사용하고 있어요 감사합니다,4,23.03.27.,상품선택: [탈모케어] 골드플러스TS샴푸500g,"['세정력_보통이에요', '두피자극_보통이에요', '탈모케어_잘 모르겠어요']"
다른거 사용하다 다시 돌아와서 사용하게 되네요~^^,5,23.03.28.,상품선택: [탈모케어] 골드플러스TS샴푸500g,"['두피자극_순해요', '탈모케어_아주 만족해요', '세정력_아주 만족해요']"
한달사용기재구매신랑이랑 매번 쓰는거에요,5,23.04.19.,상품선택: [탈모케어] 골드플러스TS샴푸500g,"['두피자극_순해요', '탈모케어_아주 만족해요', '세정력_아주 만족해요']"
한달사용기역시 ts 졸아요 ㅋㅋ,5,23.04.22.,상품선택: [탈모케어] 올뉴플러스TS샴푸 500g,"['두피자극_순해요', '탈모케어_아주 만족해요', '세정력_아주 만족해요']"
한달사용기배송빠르고 저렴하게 잘 구입했네요. 수고하세요,5,23.04.06.,상품선택: [탈모케어] 골드플러스TS샴푸500g,"['두피자극_순해요', '탈모케어_아주 만족해요', '세정력_아주 만족해요']"
한달사용기제품을 사용한뒤로 엄청조아저서 계속 재구매 하고있어요,5,23.04.05.,상품선택: [탈모케어] 골드플러스TS샴푸500g,"['헤어_지성탈모새치', '두피자극_순해요', '탈모케어_아주 만족해요', '세정력_아주 만족해요']"
항상 쓰던 제품이에요 이거 쓰면 머리에 혹?이 안생김 ㅎㅎ,5,23.04.07.,상품선택: [탈모케어] 골드플러스TS샴푸500g,"['두피자극_순해요', '탈모케어_아주 만족해요', '세정력_아주 만족해요']"
재구매배송도 빠르고 좋습니다,5,23.03.23.,상품선택: [탈모케어] 골드플러스TS샴푸500g,"['두피자극_순해요', '탈모케어_아주 만족해요', '세정력_아주 만족해요']"
아빠가 다른 브랜드 써보시고 티에스가 머리가 더 부드럽다고 다시 주문해달라하셨오요. 선물로 드렸어요 만족합니당,5,23.03.01.,상품선택: [탈모케어] 골드플러스TS샴푸500g,"['두피자극_순해요', '탈모케어_아주 만족해요', '세정력_아주 만족해요']"
한달사용기최고의 삼푸 항상  잘 쓰고있습니다,5,23.03.15.,상품선택: [탈모케어] 골드플러스TS샴푸500g,"['헤어_복합성가는 모발', '두피자극_순해요', '탈모케어_아주 만족해요', '세정력_아주 만족해요']"
또 재재재 구매 합니다,5,23.04.07.,상품선택: 할인행사) 올뉴플러스TS샴푸 100g x 5개,"['두피자극_순해요', '탈모케어_아주 만족해요', '세정력_아주 만족해요']"
항상 사는거 재구매해요.,5,23.03.16.,상품선택: [탈모케어] 골드플러스TS샴푸500g,"['두피자극_순해요', '탈모케어_아주 만족해요', '세정력_아주 만족해요']"
남편이 탈모때문에 사용하고 있어요 효과는잘 모르겠네요 ㅋㅋ,4,23.03.10.,상품선택: [탈모케어] 골드플러스TS샴푸500g,"['헤어_지성탈모', '세정력_보통이에요', '두피자극_보통이에요', '탈모케어_잘 모르겠어요']"
한달사용기재구매항상 쓰는 제품입니다 만족해요,5,23.03.27.,상품선택: [탈모케어] 골드플러스TS샴푸500g,"['두피자극_순해요', '탈모케어_아주 만족해요', '세정력_아주 만족해요']"
한달사용기머리가 덜빠지는거 같아요,3,23.04.02.,상품선택: [탈모케어] 골드플러스TS샴푸500g,"['세정력_보통이에요', '두피자극_보통이에요', '탈모케어_잘 모르겠어요']"
부드럽고연하고착묭감이좋아요,5,23.03.28.,상품선택: [탈모케어] 골드플러스TS샴푸500g,"['두피자극_순해요', '탈모케어_아주 만족해요', '세정력_아주 만족해요']"
처음 주문해봤는데 향도 괜찮고 거품도 잘나여 다쓰면 재주문할생각 있어요.,5,23.02.27.,상품선택: [탈모케어] 뉴프리미엄 TS 샴푸 500g,"['헤어_복합성탈모볼륨 부족가는 모발', '세정력_보통이에요', '두피자극_보통이에요', '탈모케어_잘 모르겠어요']"
한달사용기재구매세정력이 좋아서 매번 재구매합니다. 샴푸냄새는 좋지않아요.,5,23.02.27.,상품선택: [탈모케어] 골드플러스TS샴푸500g,"['두피자극_순해요', '탈모케어_잘 모르겠어요', '세정력_아주 만족해요']"
한달사용기늘쓰는 샴푸에요 좋아요,5,23.03.09.,상품선택: [탈모케어] 골드플러스TS샴푸500g,"['두피자극_순해요', '탈모케어_아주 만족해요', '세정력_아주 만족해요']"
한달사용기몇년째 사용중 근데 주문할때마다 제조일자가 너무 오래된게옴 이제 다른거로 갈아타야 겠음,5,23.02.19.,상품선택: [탈모케어] 골드플러스TS샴푸500g,"['두피자극_순해요', '탈모케어_아주 만족해요', '세정력_아주 만족해요']"
한달사용기확싱히 쓰면 모근에 힘이 생기는것 같아서 꾸준히 쓰고 있어요,5,23.03.22.,상품선택: [탈모케어] 골드플러스TS샴푸500g,"['헤어_손상모가려움볼륨 부족', '두피자극_순해요', '탈모케어_아주 만족해요', '세정력_아주 만족해요']"
