content,score,date,option,satis_list
한달사용기향도 좋고 순하고 싸고 아주 최고네용,5,23.09.06.,,"['두피자극_순해요', '탈모케어_아주 만족해요', '세정력_아주 만족해요']"
아직 아기가 태어지않아서 샴푸를 사용안해봣어요 그렇지만.  태어나면. 사용해볼예정이예요~ 아기태어나면. 머리가많이 빠진다해서 맥주효모샴푸를사봣어요~  나중에 사용후머리카락이 건강해지겠지요??  ㅎㅎ,5,23.08.20.,,"['헤어_복합성지루성 두피', '세정력_보통이에요', '두피자극_보통이에요', '탈모케어_잘 모르겠어요']"
꾸준하게 사용하는 제품,5,23.09.07.,,"['두피자극_순해요', '탈모케어_아주 만족해요', '세정력_아주 만족해요']"
"재구매이지마인드 제품이 떨어져서 선물 받은 다른 제품을 욕실에 두었더니,, 엄마가 별로라고 이지마인드꺼 빨리 주문하라고 하셨어요  그만큼 이지마인드 제품력이 좋아요👍 거기다가 가격도👍",5,23.09.07.,,"['헤어_지성손상모', '두피자극_순해요', '탈모케어_잘 모르겠어요', '세정력_아주 만족해요']"
후기가 짱 좋아서 주문했어요 넘 기대되네요,5,23.08.30.,,"['헤어_지성손상모', '두피자극_순해요', '탈모케어_아주 만족해요', '세정력_아주 만족해요']"
한달사용기탈모에 도움이 되는 것 같아요,5,23.09.05.,,"['두피자극_보통이에요', '탈모케어_잘 모르겠어요', '세정력_아주 만족해요']"
머리카락이 너어어무 빠져서(탈모x) 주문했는데 아직은 잘 모르겠네요 ㅜ 집에 머리카락이 너무 많아서...흑흑 계속 써보고 후기 남길게요,4,23.08.23.,,"['세정력_보통이에요', '두피자극_보통이에요', '탈모케어_잘 모르겠어요']"
재구매몇 년 째인지는 모르겠지만 암튼 계속해서 사용중입니다 여기를 알기 전에는 이거저거 향 좋은 거 쓰다가 두피 가려워 긁고 피나고 각질 떨어지는게 스트레스 였는데 이제 거의 없어졌어요 몇 년 째 계속 쓰는 이유겠죠 미용실에서 머리숱이 점점 많아지는 것 같단 말 들었어요 사장님 오래오래 해주세요,5,23.08.04.,,"['헤어_건성가려움민감성 두피', '두피자극_순해요', '탈모케어_아주 만족해요', '세정력_아주 만족해요']"
부드럽게 씻겨서 좋은것 같아요~,5,23.09.06.,,"['세정력_보통이에요', '두피자극_순해요', '탈모케어_잘 모르겠어요']"
한달사용기재구매3번째 구매입니다. 자꾸만 머리가 빠져서 맥주효모제품을 검색하고 다른상품도 쓰다가 이제는 이지마인드만 씁니다. 우선 세정력도 좋고 머리빠짐이 훨씬 좋아졌습니다.그리고 향기가 너무 좋네요ᆢ가격대비대만족입니다. 사업 번창하시길 바랍니다.,5,23.08.20.,,"['헤어_복합성손상모', '두피자극_순해요', '탈모케어_아주 만족해요', '세정력_아주 만족해요']"
한달사용기재구매두피가 가려워서 사용하게 된 제품인데 성분도 좋고 두피 가려움증도 많이 완화되어서 요즘은 사춘기 아이도 함께 사용하고 있어요. 진짜 좋아서 이 상품만 꾸준히 사용하고 있어요.,5,23.09.08.,,"['두피자극_순해요', '탈모케어_아주 만족해요', '세정력_아주 만족해요']"
원래 쓰던거에요 머리 덜빠지고 좋아요 뽁뽁이에 압축비닐로 안새게 포장되서 왔어요,5,23.09.08.,,"['두피자극_순해요', '탈모케어_아주 만족해요', '세정력_아주 만족해요']"
한달사용기재구매꾸준히 사용하고있는 제품이에요~ 세정력도 좋고 순하고 은은한 향도 좋아요~떨어질때 쯤 되면 쟁여 놓아야 하는 단골 고객이에요,5,23.09.02.,,"['헤어_건성손상모윤기 부족새치', '두피자극_순해요', '탈모케어_잘 모르겠어요', '세정력_아주 만족해요']"
아직 사용전이지만 로션 사용후 제품 믿음이가 샴푸도 주문하였습니다.잘 사용하겠습니다,5,23.09.07.,,"['두피자극_순해요', '탈모케어_아주 만족해요', '세정력_아주 만족해요']"
감사드립니다 열심히사용해볼게요 잘도착했습니다 많이파셔요 머리에좋을것같아요 효과도좋을것같아요,5,23.09.01.,,"['헤어_복합성손상모탈모', '두피자극_보통이에요', '탈모케어_아주 만족해요', '세정력_아주 만족해요']"
한달사용기몇통째 사는지 모르겠어요ㅋㅋ 가성비 좋은데 샴푸질도 좋습니다.. 샴푸는 이걸로 정착,5,23.09.03.,,"['헤어_지성손상모피지 과다윤기 부족', '두피자극_순해요', '탈모케어_아주 만족해요', '세정력_아주 만족해요']"
한달사용기머리가 많이 길어서 다른 샴푸는 3번이상 펌핑해도 전체적으로 거품내기 쉽지않았는데 이건 작게 두번정도만 펌핑해서 사용해도 거품이 풍성해 더 자극없이 머리를 감을수 있는것같아요. 향도 자극적이지않고 좋아요1,5,23.09.07.,,"['두피자극_순해요', '탈모케어_잘 모르겠어요', '세정력_아주 만족해요']"
재구매만족해서  온가족이 계속사용주인 샴프와 트리트먼트 입니다,5,23.09.05.,,"['헤어_지성볼륨 부족가는 모발민감성 두피', '두피자극_순해요', '탈모케어_아주 만족해요', '세정력_아주 만족해요']"
안전하게 뻘리 배송되었네요~~ 순해서 초등저학년을 포함하여 온가족이 사용할 수 있어서 좋아요~~ 탈모에 대한 건 꾸준히 사용해봐야 알듯합니다^^,5,23.08.18.,,"['두피자극_순해요', '탈모케어_아주 만족해요', '세정력_아주 만족해요']"
재구매머리카락이 많이 빠져 맥주효모 샴푸로 바꿔 사용해 보니 확실히 덜 빠집니다 두피에도 저작이라 좋구요 두피타입은 중성 이라 아주 만족하며 요번에 또 주문하여 사용하고 있읍니다 ~ ^^ 😄😄😄,5,23.08.18.,,"['헤어_탈모', '두피자극_순해요', '탈모케어_아주 만족해요', '세정력_아주 만족해요']"
한달사용기향도 좋고 순하고 싸고 아주 최고네용,5,23.09.06.,,"['두피자극_순해요', '탈모케어_아주 만족해요', '세정력_아주 만족해요']"
아직 아기가 태어지않아서 샴푸를 사용안해봣어요 그렇지만.  태어나면. 사용해볼예정이예요~ 아기태어나면. 머리가많이 빠진다해서 맥주효모샴푸를사봣어요~  나중에 사용후머리카락이 건강해지겠지요??  ㅎㅎ,5,23.08.20.,,"['헤어_복합성지루성 두피', '세정력_보통이에요', '두피자극_보통이에요', '탈모케어_잘 모르겠어요']"
꾸준하게 사용하는 제품,5,23.09.07.,,"['두피자극_순해요', '탈모케어_아주 만족해요', '세정력_아주 만족해요']"
"재구매이지마인드 제품이 떨어져서 선물 받은 다른 제품을 욕실에 두었더니,, 엄마가 별로라고 이지마인드꺼 빨리 주문하라고 하셨어요  그만큼 이지마인드 제품력이 좋아요👍 거기다가 가격도👍",5,23.09.07.,,"['헤어_지성손상모', '두피자극_순해요', '탈모케어_잘 모르겠어요', '세정력_아주 만족해요']"
후기가 짱 좋아서 주문했어요 넘 기대되네요,5,23.08.30.,,"['헤어_지성손상모', '두피자극_순해요', '탈모케어_아주 만족해요', '세정력_아주 만족해요']"
한달사용기탈모에 도움이 되는 것 같아요,5,23.09.05.,,"['두피자극_보통이에요', '탈모케어_잘 모르겠어요', '세정력_아주 만족해요']"
머리카락이 너어어무 빠져서(탈모x) 주문했는데 아직은 잘 모르겠네요 ㅜ 집에 머리카락이 너무 많아서...흑흑 계속 써보고 후기 남길게요,4,23.08.23.,,"['세정력_보통이에요', '두피자극_보통이에요', '탈모케어_잘 모르겠어요']"
재구매몇 년 째인지는 모르겠지만 암튼 계속해서 사용중입니다 여기를 알기 전에는 이거저거 향 좋은 거 쓰다가 두피 가려워 긁고 피나고 각질 떨어지는게 스트레스 였는데 이제 거의 없어졌어요 몇 년 째 계속 쓰는 이유겠죠 미용실에서 머리숱이 점점 많아지는 것 같단 말 들었어요 사장님 오래오래 해주세요,5,23.08.04.,,"['헤어_건성가려움민감성 두피', '두피자극_순해요', '탈모케어_아주 만족해요', '세정력_아주 만족해요']"
부드럽게 씻겨서 좋은것 같아요~,5,23.09.06.,,"['세정력_보통이에요', '두피자극_순해요', '탈모케어_잘 모르겠어요']"
한달사용기재구매3번째 구매입니다. 자꾸만 머리가 빠져서 맥주효모제품을 검색하고 다른상품도 쓰다가 이제는 이지마인드만 씁니다. 우선 세정력도 좋고 머리빠짐이 훨씬 좋아졌습니다.그리고 향기가 너무 좋네요ᆢ가격대비대만족입니다. 사업 번창하시길 바랍니다.,5,23.08.20.,,"['헤어_복합성손상모', '두피자극_순해요', '탈모케어_아주 만족해요', '세정력_아주 만족해요']"
샴푸랑 같이 사용중이에요^^ 집에서도 수영장에서도 잘 쓰고 있답니당,5,23.08.26.,,"['세정력_보통이에요', '두피자극_보통이에요', '탈모케어_잘 모르겠어요']"
2년동안 계속 사용하고 있습니다. 머리가 다시 나는 효과는 모르지만 두피가 깨끗하고 가렵던 증상도 없습니다. 좋은 제품입니다.,5,23.08.24.,,"['두피자극_순해요', '탈모케어_아주 만족해요', '세정력_아주 만족해요']"
한달사용기보드럽고 거품이 잘생겨서 좋아요,5,23.08.31.,,"['헤어_복합성윤기 부족탈모', '두피자극_순해요', '탈모케어_아주 만족해요', '세정력_아주 만족해요']"
삼푸시 거품 많고 부드러워서 재구매했어요,5,23.08.28.,,"['두피자극_순해요', '탈모케어_잘 모르겠어요', '세정력_아주 만족해요']"
한달사용기재구매거품도 잘 나고 세정력도 향도 계속해서 만족하며 쓰고있네요,4,23.08.26.,,"['세정력_보통이에요', '두피자극_순해요', '탈모케어_별로예요']"
계속사용중인데 좋은건 잘 모르겠고 더 나빠지지 않는것 같아 계속 이용할려구요,5,23.08.25.,,"['헤어_지성윤기 부족탈모손상모', '두피자극_순해요', '탈모케어_잘 모르겠어요', '세정력_아주 만족해요']"
"포장은 꼼꼼히 잘 왔고 배송도 빨리 왔습니다 다만, 효능은 일단 한번 써봐서는 잘 모르겠습니다... 1달 써보고. 별하나 더드릴께요..ㅋ",4,23.09.06.,,"['헤어_가는 모발탈모', '두피자극_순해요', '탈모케어_잘 모르겠어요', '세정력_아주 만족해요']"
한달사용기재구매기존주문한 샴푸 다 사용하면 재주문 할게요,5,23.08.25.,,"['두피자극_순해요', '탈모케어_아주 만족해요', '세정력_아주 만족해요']"
칟구한테추천받고샀데요넘좋아하네오느ㅜ우우ㅜㅇ,5,23.08.19.,,"['세정력_보통이에요', '두피자극_보통이에요', '탈모케어_잘 모르겠어요']"
탈모효과는 아직 모르겠고 감고나서 간지럽거나 그러진 않습니다,4,23.08.24.,,"['세정력_보통이에요', '두피자극_순해요', '탈모케어_잘 모르겠어요']"
머리카락이 평소보다 빠지는거 같아서 이제품을 구입해서 쓰고있었어요. 미리주문해야하는데 깜박해서 일단 주문해놓고 전에 쓰던 모링*샴푸를 며칠썼거든요. 그샴푸도 순하고 약산성에 천연계면활성제 들어있는거라 잘썼었어요. 그런데 이지마인드 쓰다가 사용하니 거품이 너무 무겁고 헹굴때 머리결도 더 뻑뻑하더라고요ㅜㅜ 이지마인드 샴푸 오자마자 감았는데 역시~~~ 너~~~~무 개운하고 헹굼때 머리결도 부드러워지고 촉촉하게 잘 감았어요. 그리고 샴푸향이 너무 상쾌해서 좋아요. 앞으론 떨어지기전에 미리주문해야겠어요.,5,23.07.20.,,"['헤어_복합성윤기 부족탈모', '두피자극_순해요', '탈모케어_아주 만족해요', '세정력_아주 만족해요']"
빠른 배송과 함께 샴푸향도 만족합니다. 탈모효과는 아직 못봤는데 조금 더 사용해본 후 재구매 결정하려고 합니다.,5,23.08.31.,,"['두피자극_보통이에요', '탈모케어_아주 만족해요', '세정력_아주 만족해요']"
한달사용기저희 가족은 전부다 이 제품으로 바꿨어요 너무 좋아요 이 제품 쓰고 나서 머리 빠지는 것도 줄어든것 같고 무엇보다 항상 머리하러 가면 두피가 빨갛게 자극되어있다고 관리 해야한다고 했는데 이제는 그런게 전혀 없어요,5,23.08.02.,,"['헤어_지성지루성 두피', '두피자극_순해요', '탈모케어_아주 만족해요', '세정력_아주 만족해요']"
한달사용기맥주효모 탈모샴푸써보니까 좋은것 같네요 다시 더주문할려고 합니다 감사합니다,4,23.08.11.,,"['헤어_건성손상모윤기 부족가는 모발', '두피자극_보통이에요', '탈모케어_잘 모르겠어요', '세정력_아주 만족해요']"
재구매1년이상 이 제품만 사용하고 있습니다. 아주 만족합니다.,5,23.09.06.,,"['두피자극_순해요', '탈모케어_아주 만족해요', '세정력_아주 만족해요']"
재구매3번 연속으로 쓴 샴푸가 몇개 없는데 아직까진 잘 쓰고 있습니다,5,23.08.22.,,"['두피자극_순해요', '탈모케어_아주 만족해요', '세정력_아주 만족해요']"
성분이 좋으면서 세정력도 좋고 거품도 많이 나서 좋아요,5,23.08.18.,,"['두피자극_순해요', '탈모케어_아주 만족해요', '세정력_아주 만족해요']"
순하고 자극이 없음,5,23.08.29.,,"['두피자극_순해요', '탈모케어_잘 모르겠어요', '세정력_아주 만족해요']"
트리트먼트 끄다가 샴푸도 사봤는데 괜찮네요. 가격대비 성분도 좋고 정착 하려규요.,5,23.08.30.,,"['헤어_건성손상모', '두피자극_순해요', '탈모케어_잘 모르겠어요', '세정력_아주 만족해요']"
한달사용기마음에 들어요. 꾸준히 쓰고 있어요.,5,23.09.07.,,"['세정력_보통이에요', '두피자극_보통이에요', '탈모케어_잘 모르겠어요']"
배송 빠르고 좋아요,5,23.08.26.,,"['두피자극_순해요', '탈모케어_아주 만족해요', '세정력_아주 만족해요']"
향이좋고 아직은  맥주효모가있대서 믿고써보는중에이,4,23.08.18.,,"['세정력_보통이에요', '두피자극_보통이에요', '탈모케어_잘 모르겠어요']"
한달사용기쓰다가 효과를 모르겠어서 다른것으로 바꿨는데 다른걸 써보고 안좋은게 느껴져서 다시 돌아왔어요 앞으로는 이것만 쓰려고요,5,23.08.08.,,"['두피자극_순해요', '탈모케어_아주 만족해요', '세정력_아주 만족해요']"
한달사용기재구매임신후 꾸준히 사용하고 있어요 양도 많고 좋아요,5,23.08.15.,,"['세정력_보통이에요', '두피자극_보통이에요', '탈모케어_잘 모르겠어요']"
재구매탈모고민이여서 쓰고있어요.아직 더써봐야하겠어요,5,23.09.06.,,"['헤어_복합성탈모', '두피자극_순해요', '탈모케어_잘 모르겠어요', '세정력_아주 만족해요']"
재구매여러번구매했습니다 잘사용중입니다!!,5,23.08.23.,,"['두피자극_보통이에요', '탈모케어_아주 만족해요', '세정력_아주 만족해요']"
한달사용기부모님이 효과를 좀 느끼시는 것 같네요,5,23.08.22.,,"['세정력_보통이에요', '두피자극_보통이에요', '탈모케어_잘 모르겠어요']"
재구매탈모완화샴푸로 꾸준히 사용중인데 가성비제품이예요,5,23.09.06.,,"['헤어_지성탈모민감성 두피', '두피자극_순해요', '탈모케어_잘 모르겠어요', '세정력_아주 만족해요']"
한달사용기두피에 자극없이 편하게 사용하고 있어요~,5,23.08.22.,,"['두피자극_순해요', '탈모케어_잘 모르겠어요', '세정력_아주 만족해요']"
한달사용기다른 샴푸로 머리 감으면 간지러운데 이지마인드 제품은 가렵지 않아서 계속 쓰고 있어요,3,23.08.15.,,"['헤어_지성손상모윤기 부족민감성 두피', '세정력_보통이에요', '두피자극_보통이에요', '탈모케어_잘 모르겠어요']"
잦은염색으로 탈모 걱정되어 구매합니다 잘 맞았으면 하네용,3,23.08.18.,,"['세정력_보통이에요', '두피자극_보통이에요', '탈모케어_잘 모르겠어요']"
좋아요 양도 많고 데일리로 쓰기에 순한듯,5,23.08.10.,,"['헤어_지성볼륨 부족윤기 부족손상모', '세정력_보통이에요', '두피자극_순해요', '탈모케어_잘 모르겠어요']"
아직 사용하지 않았지만 좋을거 같아요. 감사합니다.,5,23.08.30.,,"['두피자극_순해요', '탈모케어_아주 만족해요', '세정력_아주 만족해요']"
한달사용기재구매한달 아니고 2년?쯤 된거 같은데~~~ 다른거 못 써요!!  대용량이라 가성비👍세정력👍 샴푸만 했는데도 트리먼트한듯 빗질도 잘 되요,5,23.08.29.,,"['헤어_지성손상모윤기 부족가는 모발', '두피자극_순해요', '탈모케어_잘 모르겠어요', '세정력_아주 만족해요']"
재구매가격도좋고 떡지지도않고 만족하면서 계속구매해서 쓸 예정입니다,5,23.09.02.,,"['헤어_지성탈모', '두피자극_보통이에요', '탈모케어_잘 모르겠어요', '세정력_아주 만족해요']"
"재구매거품잘나고 헹굼도 말끔하게 되서 좋아요, 탈모에도 효과가 보여서 꾸준히 씁니다",5,23.08.25.,,"['헤어_복합성볼륨 부족가는 모발탈모', '두피자극_순해요', '탈모케어_아주 만족해요', '세정력_아주 만족해요']"
한달사용기머리결이 한결 부드럽고 머리 감기가 수훨해졌습니다,5,23.09.08.,,"['헤어_건성가는 모발', '세정력_보통이에요', '두피자극_순해요', '탈모케어_아주 만족해요']"
한달사용기거품풍성하고 보들보들 머릿결,5,23.08.20.,,"['헤어_지성가려움지루성 두피새치', '두피자극_순해요', '탈모케어_잘 모르겠어요', '세정력_아주 만족해요']"
지금 벌써 네통째에요 제일 좋은 점은 단점이없다는것 —!  하루만지나면 정수리냄새 올라오고 비듬나고 그랬는데 이거는 딱히 안그래요 그렇다고 엄청나게 좋은 건 아니지만 문제성 두 피를 정상 두피로 변하게 해줘서 계속 쓰고있습니다,5,23.08.14.,,"['두피자극_순해요', '탈모케어_아주 만족해요', '세정력_아주 만족해요']"
한달사용기잘쓰고있습니다 처음써보고 계속 재구매중입니다,5,23.08.14.,,"['두피자극_보통이에요', '탈모케어_잘 모르겠어요', '세정력_아주 만족해요']"
한달사용기재구매재구매 여러 번 했어요 만족합니다 계속 쓸 예정,5,23.08.09.,,"['세정력_보통이에요', '두피자극_보통이에요', '탈모케어_잘 모르겠어요']"
전에 사용해봤는데 머리카락이 빠지는게 좀 덜한것 같더라구요~ 용량도 만족합니다. 용량에 비해 가격도 아주 좋습니다. 오래사용하게 됩니다. 다 사용후 재구매를 또 하려구 합니다.,5,23.07.20.,,"['두피자극_순해요', '탈모케어_아주 만족해요', '세정력_아주 만족해요']"
재구매아들 지인분이소개 해줘서 저번에1통쓰고좋아서이번에 샴푸랑 트리트먼트 같이구매했어요  가격도 아주착하고 상품도좋아요~^^,5,23.08.05.,,"['헤어_건성볼륨 부족가는 모발탈모', '두피자극_순해요', '탈모케어_아주 만족해요', '세정력_아주 만족해요']"
한달사용기두피자극 없고 세정력은 좋으나 머릿결이 조금 뻣뻣해지는거 같아요,4,23.08.12.,,"['헤어_지성볼륨 부족가는 모발', '두피자극_순해요', '탈모케어_잘 모르겠어요', '세정력_아주 만족해요']"
재구매항상 쓰던 제품 너무나 잘쓰고 있어요,5,23.08.14.,,"['헤어_복합성볼륨 부족민감성 두피', '두피자극_순해요', '탈모케어_아주 만족해요', '세정력_아주 만족해요']"
21년부터 지금까지 꾸준히 사용 중인 제품입니다~~ 떨어질 때 쯤 미리미리 사놔요! 굳굳,5,23.08.09.,,"['헤어_지성볼륨 부족지루성 두피', '두피자극_보통이에요', '탈모케어_잘 모르겠어요', '세정력_아주 만족해요']"
한달사용기벌써 5통도 더 비운 것 같아요 샴푸는 이걸로 정착입니다ㅎ 향도 좋고 순해서 좋아요!,5,23.08.25.,,"['두피자극_순해요', '탈모케어_아주 만족해요', '세정력_아주 만족해요']"
재구매빠른배송 감사합니다,5,23.09.06.,,"['두피자극_순해요', '탈모케어_아주 만족해요', '세정력_아주 만족해요']"
좋아요 ㅎㅎ  좋아요 ᆢㅎ,5,23.08.21.,,"['두피자극_순해요', '탈모케어_아주 만족해요', '세정력_아주 만족해요']"
만족합니다~~~~~~,5,23.08.23.,,"['헤어_건성탈모', '두피자극_순해요', '탈모케어_아주 만족해요', '세정력_아주 만족해요']"
효과가 있기를 기대합니다.,5,23.09.07.,,"['세정력_보통이에요', '두피자극_순해요', '탈모케어_잘 모르겠어요']"
재구매거품 향 모두 순하고 부드러워서 재구매 중입니다,5,23.08.13.,,"['두피자극_순해요', '탈모케어_아주 만족해요', '세정력_아주 만족해요']"
재구매계속 쓰고 있는제품 주문했습니다.,4,23.09.05.,,"['세정력_보통이에요', '두피자극_순해요', '탈모케어_잘 모르겠어요']"
한달사용기다른 샴푸에 비해 모발이 덜 빠지는 것같긴해요. 머릿결 부드럽고 자극없이 쓰기 좋아요,4,23.08.20.,,"['두피자극_순해요', '탈모케어_잘 모르겠어요', '세정력_아주 만족해요']"
한달사용기재구매두통째 주문하고 다시 주문하려다 리부씁니다 어린인이가 사용해도 좋을 정도로 순하고 깔끔합니다,5,23.08.26.,,"['헤어_지성피지 과다', '세정력_보통이에요', '두피자극_보통이에요', '탈모케어_잘 모르겠어요']"
한달사용기재구매이 제품 쓴지 한 참 된거 같아요. 가격도 그대로고 순해서 좋아요,5,23.08.02.,,"['헤어_건성가는 모발', '두피자극_순해요', '탈모케어_잘 모르겠어요', '세정력_아주 만족해요']"
제 두피에는 이지마인드 샴푸만한게 없네요. 이지마인드 샴푸랑 린스만 씁니다. 두피자극도 없고 머리 감고 나면 개운합니다.,5,23.07.28.,,"['두피자극_순해요', '탈모케어_아주 만족해요', '세정력_아주 만족해요']"
항상 쓰던 샴푸... 두피 케어에 탁월해요.,5,23.09.01.,,"['두피자극_순해요', '탈모케어_잘 모르겠어요', '세정력_아주 만족해요']"
향도좋아요 계속써야겠어요,5,23.09.03.,,"['두피자극_순해요', '탈모케어_아주 만족해요', '세정력_아주 만족해요']"
한달사용기지금 사용하고 있고 탈모케어는 지켜 봐야 할듯 하고요  나머지는 맘에 드네요 세정력이라던지 거품이 풍성해서 맘에 들어요,5,23.08.10.,,"['두피자극_순해요', '탈모케어_잘 모르겠어요', '세정력_아주 만족해요']"
거품이 풍성하게 나고 세정력이 좋은거같아요 린스 따로 안해도 뻣뻣하지 않아서 좋아요 다른 샴푸 쓰니까 두피가 너무 가려운데  한번써봤지만 아직까지는 괜찮아요 쭉 괜찮았으면 좋겠어요,5,23.06.28.,,"['두피자극_순해요', '탈모케어_아주 만족해요', '세정력_아주 만족해요']"
계속 재구매중입니다 향기도 자극적이지않고 순해서 좋아요 탈모케어는 잘 모르겠지만요 ㅎㅎ 사춘기 두피냄새는 안나게되었어요 잘쓸께요,5,23.07.12.,,"['두피자극_순해요', '탈모케어_잘 모르겠어요', '세정력_아주 만족해요']"
한달사용기재구매정착합니다~ 너무 좋아요~,5,23.07.29.,,"['세정력_보통이에요', '두피자극_보통이에요', '탈모케어_잘 모르겠어요']"
재구매계속 재구매 중이에요,5,23.08.05.,,"['두피자극_순해요', '탈모케어_아주 만족해요', '세정력_아주 만족해요']"
한달사용기원래 한 제품 오래 안쓰는데 이건 쟁겨놓고 써요  친구가 놀러오면 선물로 하나씩 안겨요^^,5,23.08.10.,,"['헤어_복합성탈모', '두피자극_순해요', '탈모케어_아주 만족해요', '세정력_아주 만족해요']"
한달사용기아주 만족하니 사용중입니다,5,23.07.31.,,"['두피자극_순해요', '탈모케어_아주 만족해요', '세정력_아주 만족해요']"
친구가 추천해줘서 구입햇어요 아직 사용전이에요,5,23.07.22.,,"['세정력_보통이에요', '두피자극_보통이에요', '탈모케어_잘 모르겠어요']"
배송도 빠르고 포장도 꼼꼼하게 오고 좋아요 써보고 좋으면 다음에 또 구입할게요,5,23.08.11.,,"['두피자극_순해요', '탈모케어_잘 모르겠어요', '세정력_아주 만족해요']"
항상 만족하며 사용하고 있어요,5,23.08.20.,,"['두피자극_순해요', '탈모케어_아주 만족해요', '세정력_아주 만족해요']"
한달사용기재구매좋아서 계속 사용중이예요,5,23.08.03.,,"['세정력_보통이에요', '두피자극_보통이에요', '탈모케어_잘 모르겠어요']"
재구매항상쓰던제품입니다 많이파세요,5,23.07.28.,,"['헤어_지성손상모볼륨 부족비듬', '두피자극_순해요', '탈모케어_아주 만족해요', '세정력_아주 만족해요']"
재구매순하고 거품도 잘나요. 탈모에 효과도 있어 꾸준히 사용하고 있습니다,4,23.08.04.,,"['헤어_복합성볼륨 부족가는 모발탈모', '두피자극_순해요', '탈모케어_아주 만족해요', '세정력_아주 만족해요']"
"천연 샴푸 답게 개운한 느낌보다 순하고 무엇보다 머리카락 자체에 힘이 생기는게 바로 느껴져요, 탈모 부분은 더 써봐야 알겠고요, 향은 처음엔 강했는데, 샴핑 후에 나쁘진 않아요. 양 많고 가성비도 좋은 것 같아요",4,23.06.24.,,"['세정력_보통이에요', '두피자극_순해요', '탈모케어_잘 모르겠어요']"
한달사용기잘 쓰고 있어요. 순해서 좋아요,4,23.07.25.,,"['두피자극_순해요', '탈모케어_잘 모르겠어요', '세정력_아주 만족해요']"
한달사용기정말 좋아서 계속 잘 쓰고 있어요 모발이 얇은 편인데 보안 되는 느낌이 있고 향도 좋아요,5,23.08.04.,,"['두피자극_순해요', '탈모케어_아주 만족해요', '세정력_아주 만족해요']"
아직은 효과를 잘 모르겠어요,5,23.07.30.,,"['세정력_보통이에요', '두피자극_보통이에요', '탈모케어_잘 모르겠어요']"
맥주효모 탈모증상완하샴푸 아직쓰보진 않았는데 좋을것 같아요 포장도 꼼꼼하게 잘해서 왔구요 써보고 좋으면 계속 구매하겠습니다 많이파세요~,5,23.07.07.,,"['헤어_건성손상모가는 모발윤기 부족', '두피자극_순해요', '탈모케어_잘 모르겠어요', '세정력_아주 만족해요']"
