content,score,date,option,satis_list
한달사용기자극적이지는 않지만 스피아민트 오일이 들어가서인지 두피에 닿으면 화~한 느낌이 들어서 자극적이라고 느낄 수도 있을 것 같아요. 개인적으로 머리 감을 때 풍기는 민트 향이 정말 좋아서 기분이 좋더라고요. 거품도 잘 나서 잘 사용하고 있어요.,5,23.09.03.,,"['두피자극_보통이에요', '탈모케어_잘 모르겠어요', '세정력_아주 만족해요']"
배송누락되어 본사확신다고 하시고 다시 주문번호 올려달라고 하시니 대응절차가 문제있어보입니다. 사진정보를 문의에 올릴 수 없어서 후기에 올립니다. 빠른 처리 부탁드립니다.,1,23.08.31.,,"['세정력_보통이에요', '두피자극_보통이에요', '탈모케어_잘 모르겠어요']"
여름에 사용하기 좋았어요!! 쿨링감도 있고 향도 나쁘지 않은곳 같아요!! 가을겨울에도 괜찮은지는 더 써볼게요^^ 재구매의사있어요!,5,23.08.31.,,"['두피자극_보통이에요', '탈모케어_잘 모르겠어요', '세정력_아주 만족해요']"
사용한지 얼마 안돼서 계속써볼라구요 민트향이 매력적입니다,3,23.09.05.,,"['두피자극_보통이에요', '탈모케어_잘 모르겠어요', '세정력_아주 만족해요']"
재구매이거 쓴뒤로 다른거 못써요.. 너무 시원합니다ㅋㅋㅋ,5,23.09.06.,,"['두피자극_순해요', '탈모케어_아주 만족해요', '세정력_아주 만족해요']"
가려움이 심해서 쓰던 샴푸가 있는데 성분이 너무 안좋아서 바꿔봤어요 향도 맘에들고 두피 가려움이랑 트러블도 잘 잡혀서 이 제품으로 정착하려구요💗  머리카락은 엄청 건조해져서 트리트먼트나 린스는 필수일 것 같아요,5,23.08.18.,,"['헤어_복합성가는 모발손상모가려움', '두피자극_순해요', '탈모케어_잘 모르겠어요', '세정력_아주 만족해요']"
일단 빠른배송으로 받아서 너무 좋네요! 쓰던 샴푸가 다 떨어져가서 이번에 행사에 시켜본건데 맘에들어요~~ 탈모에 효과가 있었으면 하네요^^,5,23.08.22.,,"['두피자극_순해요', '탈모케어_잘 모르겠어요', '세정력_아주 만족해요']"
배송 빠르게 왔어용 아직 안써봐서 효과는 모르겠지만 효과가 있으면 좋겠네요,5,23.09.06.,,"['세정력_보통이에요', '두피자극_보통이에요', '탈모케어_잘 모르겠어요']"
한달사용기시원하고 좋은데 뾰루지 많이나고 따갑네요,1,23.09.07.,,"['세정력_다소 아쉬워요', '두피자극_따끔거려요', '탈모케어_별로예요']"
탈모 방지 효과는 아직 모르겠지만 사용감은 괜찮아요.,5,23.09.07.,,"['세정력_보통이에요', '두피자극_보통이에요', '탈모케어_잘 모르겠어요']"
한달사용기환절기엔 원래 두피가 잘 뒤집어지는데 이건 그나마 덜 뒤집어져료ㅠㅠ 다행중 다행...,5,23.08.27.,,"['두피자극_순해요', '탈모케어_아주 만족해요', '세정력_아주 만족해요']"
이제 쓰기 시작했는데 머리가 좀 덜 빠졌으면 좋겠어요!,5,23.09.06.,,"['두피자극_순해요', '탈모케어_잘 모르겠어요', '세정력_아주 만족해요']"
좋은상품 빠른배송 감사합니다,5,23.09.06.,,"['세정력_보통이에요', '두피자극_보통이에요', '탈모케어_잘 모르겠어요']"
성분좋고 좋을꺼라 생각하고 예방차 쓰고있어요 거품 잘 나고 좋아요,4,23.08.23.,,"['세정력_보통이에요', '두피자극_보통이에요', '탈모케어_잘 모르겠어요']"
머리에 자극이 없고 청량감이좋아요,5,23.09.06.,,"['두피자극_순해요', '탈모케어_아주 만족해요', '세정력_아주 만족해요']"
아직 사용 전이라 사용후기는 아니지만 다른 후기 신뢰해서 잘 사용해보겠습니다.   사이즈가 대용량 느낌은 아니라 아담한데 퀄리티로 승부를 볼거라 믿습니다,5,23.08.23.,,"['두피자극_순해요', '탈모케어_아주 만족해요', '세정력_아주 만족해요']"
한달사용기좋아요 사용하고나면 두피가 시원합니다,5,23.08.29.,,"['두피자극_순해요', '탈모케어_잘 모르겠어요', '세정력_아주 만족해요']"
한달사용기머리결은 살짝 더 부드러워진 느낌. 두피는 가렵지 않고 수분을 품고 있는 느낌. 만족합니다~,5,23.08.28.,,"['두피자극_순해요', '탈모케어_아주 만족해요', '세정력_아주 만족해요']"
배송빠르네요 써보고 또 남기겠습니다.,5,23.09.03.,,"['세정력_보통이에요', '두피자극_보통이에요', '탈모케어_잘 모르겠어요']"
거품도 잘나고 좋아요~근데 머리가 덜 빠지는지는…?,5,23.08.23.,,"['두피자극_순해요', '탈모케어_잘 모르겠어요', '세정력_아주 만족해요']"
추천받아서 써봤는데 기름도 잘 안끼고 향도 산뜻하니 넘 좋네요 정착할 것 같아요 임신하고 머리에 기름기가 잘 끼는 느낌이었는데 대만족입니다,5,23.08.31.,,"['두피자극_순해요', '탈모케어_아주 만족해요', '세정력_아주 만족해요']"
올영순위에 있어서 사봤어요.,4,23.09.04.,,"['헤어_건성손상모', '두피자극_보통이에요', '탈모케어_잘 모르겠어요', '세정력_아주 만족해요']"
아직 별로 안써봐서 모르지만 우선 예민한 피부에 자극없어서 좋아요 ㅎㅎ 배송도 빠르게 왔어요!,5,23.08.19.,,"['두피자극_순해요', '탈모케어_잘 모르겠어요', '세정력_아주 만족해요']"
재구매벌써 두통째 쓰눈중이에옹,5,23.09.04.,,"['헤어_건성비듬민감성 두피', '두피자극_순해요', '탈모케어_아주 만족해요', '세정력_아주 만족해요']"
요 샴푸 사용한후 기분탓인지는 모르겠지만 머리카락이  덜 빠지는것 같아 만족합니다,4,23.08.25.,,"['두피자극_보통이에요', '탈모케어_아주 만족해요', '세정력_아주 만족해요']"
매번 쓰던거예요! 역시나 좋아요,5,23.08.22.,,"['두피자극_순해요', '탈모케어_아주 만족해요', '세정력_아주 만족해요']"
한달사용기엄청 화하게 쉬원하고 그런건아닌데 세정력이나 두피 트러블이 심했었는데 진짜 1주일 쯤부터 가려움 없어지고 1달정도 사용중인데 완벽하게 트러블 다 사라졌습니다 ... 인생 샴푸 드디어 찾았습니다,5,23.09.01.,,"['헤어_지성피지 과다가려움지루성 두피', '세정력_보통이에요', '두피자극_보통이에요', '탈모케어_잘 모르겠어요']"
좀더 써봐야 알거같아요,4,23.09.02.,,"['세정력_보통이에요', '두피자극_순해요', '탈모케어_잘 모르겠어요']"
일단 머리 감고 나면 두피가 매우 시원해지고 진정되는 느낌입니다. 따로 트리트먼트를 하지 않고 이 상품만 쓰는데도 머리카락이 부들거리고 좋네요,5,23.08.28.,,"['두피자극_순해요', '탈모케어_아주 만족해요', '세정력_아주 만족해요']"
탈모는 예방하는 거래서 미리 사 봤습니다,5,23.08.29.,,"['두피자극_순해요', '탈모케어_잘 모르겠어요', '세정력_아주 만족해요']"
디렉터파이님 추천으로 구매했어요 저렴하게잘구매했어요 감사합니다,4,23.08.14.,,"['헤어_지성탈모민감성 두피피지 과다', '두피자극_보통이에요', '탈모케어_잘 모르겠어요', '세정력_아주 만족해요']"
한달사용기향이 자극적이진 않고. 거품 잘나고.세정력은 좋으나. 탈모 개선은 모르겠네요,3,23.09.07.,,"['헤어_지성탈모', '세정력_보통이에요', '두피자극_보통이에요', '탈모케어_잘 모르겠어요']"
한달사용기두피 자극 없이 세정력이 좋은 제품으로 이 샴푸만 사용하고 있어요~ 탈모 케어는 효과를 잘 모르겠지만...샴푸로서는 만족합니다:)),4,23.08.15.,,"['두피자극_순해요', '탈모케어_잘 모르겠어요', '세정력_아주 만족해요']"
한달사용기처음 사용해보는데 트러블도 안생기고 아직까진 괜찮은듯 해요,5,23.08.21.,,"['세정력_보통이에요', '두피자극_보통이에요', '탈모케어_잘 모르겠어요']"
행사 하길래 얼른 구매했어요 처음 쓰는데 기대해요,5,23.08.22.,,"['두피자극_순해요', '탈모케어_아주 만족해요', '세정력_아주 만족해요']"
일주일넘게 쓰고있습니다. 두피트러블은 안나는것보니 샴푸가 잘 맞는것같습니다.,5,23.09.07.,,"['두피자극_순해요', '탈모케어_잘 모르겠어요', '세정력_아주 만족해요']"
한달사용기머릿결도 푸석하지않고 두피뽀루지도 나지 않지만 빠지는 수가 줄어들지는 않는거 같아요.,5,23.08.18.,,"['헤어_지성민감성 두피지루성 두피', '두피자극_순해요', '탈모케어_아주 만족해요', '세정력_아주 만족해요']"
한달사용기탈모샴푸 여러가지 쓰는데 라보에이치가 젤 개운해요 향도 좋고 계속 쓸듯 해요,5,23.08.19.,,"['헤어_건성손상모볼륨 부족윤기 부족', '두피자극_순해요', '탈모케어_아주 만족해요', '세정력_아주 만족해요']"
한달사용기재구매잘쓰긴하는데 요새 머리가 좀 가려워요,4,23.08.26.,,"['세정력_보통이에요', '두피자극_보통이에요', '탈모케어_잘 모르겠어요']"
한달사용기배송도 빠르고 좋습니다,5,23.08.29.,,"['두피자극_순해요', '탈모케어_아주 만족해요', '세정력_아주 만족해요']"
빠른배송 감사합니다.,5,23.08.23.,,"['세정력_보통이에요', '두피자극_순해요', '탈모케어_잘 모르겠어요']"
남편이 좋다네요 샴푸를 하루에 두번씩하는데 다른 샴푸쓸때는 두피도 가려워하고등등 좋은샴푸 사내라고 하더니 이 샴푸 이후에는 전혀 그렇지 않고 좋다고 하더라구요 잘 맞는가봐요~,5,23.08.20.,,"['두피자극_순해요', '탈모케어_아주 만족해요', '세정력_아주 만족해요']"
우리가족인생샴푸굳굳,5,23.08.24.,,"['두피자극_순해요', '탈모케어_아주 만족해요', '세정력_아주 만족해요']"
잘받았어요~잘쓸께요,5,23.08.22.,,"['두피자극_보통이에요', '탈모케어_아주 만족해요', '세정력_아주 만족해요']"
한달사용기머리 빠지는것이 몇가닥은 준것 같아요 두피도 시원하구요,5,23.08.20.,,"['두피자극_순해요', '탈모케어_아주 만족해요', '세정력_아주 만족해요']"
아직안써봤는데 유명제품이라 믿고 써보려구요 유튜브 보고샀어요,3,23.08.13.,,"['세정력_보통이에요', '두피자극_순해요', '탈모케어_잘 모르겠어요']"
자극 없고 순해서 좋습니다. 탈모방지효과는 꾸준히 사용해봐야 알거같습니다.,5,23.08.28.,,"['두피자극_순해요', '탈모케어_잘 모르겠어요', '세정력_아주 만족해요']"
재구매했는데 넘 좋아요 다쓰고 또 사려구요,5,23.08.18.,,"['두피자극_순해요', '탈모케어_아주 만족해요', '세정력_아주 만족해요']"
한달사용기요새 다이어트하면서 두피도 건조해지고 멀도많이빠지는데 진짜확실히 이거사용하구나서 덜빠져요!!! 탈모샴푸여러개사용해봤는데 만족입ㄴ다😆,5,23.08.06.,,"['헤어_건성볼륨 부족비듬탈모', '두피자극_보통이에요', '탈모케어_아주 만족해요', '세정력_아주 만족해요']"
한달사용기향이 시원하고 멘솔  세정력이 좋은 것 같아요  샴푸만 이걸로 써서 탈모 방지는 모르겠어요~,5,23.09.04.,,"['두피자극_순해요', '탈모케어_잘 모르겠어요', '세정력_아주 만족해요']"
입소문 난 샴푸라서 구매해보았어용~ 브러쉬도 시원할꺼 같아서 같이 써보려구용~~ 손잡는 그립감도 좋도 부드러워서 사용하기 좋은거 같아용~~,5,23.07.20.,,"['두피자극_순해요', '탈모케어_아주 만족해요', '세정력_아주 만족해요']"
배송이빠르네요 맨족합니다.,5,23.09.07.,,"['두피자극_순해요', '탈모케어_아주 만족해요', '세정력_아주 만족해요']"
배송도.빠르고.샴푸도 좋아요,5,23.09.06.,,"['두피자극_보통이에요', '탈모케어_아주 만족해요', '세정력_아주 만족해요']"
좋아요 재구매의사 있어요ㅡ,3,23.09.06.,,"['세정력_보통이에요', '두피자극_보통이에요', '탈모케어_잘 모르겠어요']"
한달사용기장기적으로 더 써봐야 알겠어요.,4,23.08.21.,,"['세정력_보통이에요', '두피자극_보통이에요', '탈모케어_잘 모르겠어요']"
나쁘지 않습니다! 가성비 좋게 잘 샀네용 캬캬,5,23.08.31.,,"['두피자극_보통이에요', '탈모케어_잘 모르겠어요', '세정력_아주 만족해요']"
한달사용기제 두피에 잘 맞아서 잘 쓰고 있습니다. 일하고 난 뒤 저녁에 머리 감을 때 주로 사용 중인데 두피가 깔끔해지는 느낌입니다.,5,23.08.05.,,"['두피자극_순해요', '탈모케어_아주 만족해요', '세정력_아주 만족해요']"
한달사용기시원한 느낌이에요. 신랑이 좋아하네요.,5,23.08.11.,,"['세정력_보통이에요', '두피자극_보통이에요', '탈모케어_잘 모르겠어요']"
아빠가 머리안빠진다고 너무 좋아하네요,5,23.08.15.,,"['두피자극_순해요', '탈모케어_아주 만족해요', '세정력_아주 만족해요']"
한달사용기선물했는데 좋아하네요,5,23.08.18.,,"['두피자극_순해요', '탈모케어_아주 만족해요', '세정력_아주 만족해요']"
빠른배송 감사합니다.,5,23.08.23.,,"['세정력_보통이에요', '두피자극_순해요', '탈모케어_잘 모르겠어요']"
남편이 좋다네요 샴푸를 하루에 두번씩하는데 다른 샴푸쓸때는 두피도 가려워하고등등 좋은샴푸 사내라고 하더니 이 샴푸 이후에는 전혀 그렇지 않고 좋다고 하더라구요 잘 맞는가봐요~,5,23.08.20.,,"['두피자극_순해요', '탈모케어_아주 만족해요', '세정력_아주 만족해요']"
우리가족인생샴푸굳굳,5,23.08.24.,,"['두피자극_순해요', '탈모케어_아주 만족해요', '세정력_아주 만족해요']"
잘받았어요~잘쓸께요,5,23.08.22.,,"['두피자극_보통이에요', '탈모케어_아주 만족해요', '세정력_아주 만족해요']"
한달사용기머리 빠지는것이 몇가닥은 준것 같아요 두피도 시원하구요,5,23.08.20.,,"['두피자극_순해요', '탈모케어_아주 만족해요', '세정력_아주 만족해요']"
아직안써봤는데 유명제품이라 믿고 써보려구요 유튜브 보고샀어요,3,23.08.13.,,"['세정력_보통이에요', '두피자극_순해요', '탈모케어_잘 모르겠어요']"
자극 없고 순해서 좋습니다. 탈모방지효과는 꾸준히 사용해봐야 알거같습니다.,5,23.08.28.,,"['두피자극_순해요', '탈모케어_잘 모르겠어요', '세정력_아주 만족해요']"
재구매했는데 넘 좋아요 다쓰고 또 사려구요,5,23.08.18.,,"['두피자극_순해요', '탈모케어_아주 만족해요', '세정력_아주 만족해요']"
한달사용기요새 다이어트하면서 두피도 건조해지고 멀도많이빠지는데 진짜확실히 이거사용하구나서 덜빠져요!!! 탈모샴푸여러개사용해봤는데 만족입ㄴ다😆,5,23.08.06.,,"['헤어_건성볼륨 부족비듬탈모', '두피자극_보통이에요', '탈모케어_아주 만족해요', '세정력_아주 만족해요']"
한달사용기향이 시원하고 멘솔  세정력이 좋은 것 같아요  샴푸만 이걸로 써서 탈모 방지는 모르겠어요~,5,23.09.04.,,"['두피자극_순해요', '탈모케어_잘 모르겠어요', '세정력_아주 만족해요']"
입소문 난 샴푸라서 구매해보았어용~ 브러쉬도 시원할꺼 같아서 같이 써보려구용~~ 손잡는 그립감도 좋도 부드러워서 사용하기 좋은거 같아용~~,5,23.07.20.,,"['두피자극_순해요', '탈모케어_아주 만족해요', '세정력_아주 만족해요']"
배송이빠르네요 맨족합니다.,5,23.09.07.,,"['두피자극_순해요', '탈모케어_아주 만족해요', '세정력_아주 만족해요']"
배송도.빠르고.샴푸도 좋아요,5,23.09.06.,,"['두피자극_보통이에요', '탈모케어_아주 만족해요', '세정력_아주 만족해요']"
좋아요 재구매의사 있어요ㅡ,3,23.09.06.,,"['세정력_보통이에요', '두피자극_보통이에요', '탈모케어_잘 모르겠어요']"
한달사용기장기적으로 더 써봐야 알겠어요.,4,23.08.21.,,"['세정력_보통이에요', '두피자극_보통이에요', '탈모케어_잘 모르겠어요']"
나쁘지 않습니다! 가성비 좋게 잘 샀네용 캬캬,5,23.08.31.,,"['두피자극_보통이에요', '탈모케어_잘 모르겠어요', '세정력_아주 만족해요']"
한달사용기제 두피에 잘 맞아서 잘 쓰고 있습니다. 일하고 난 뒤 저녁에 머리 감을 때 주로 사용 중인데 두피가 깔끔해지는 느낌입니다.,5,23.08.05.,,"['두피자극_순해요', '탈모케어_아주 만족해요', '세정력_아주 만족해요']"
한달사용기시원한 느낌이에요. 신랑이 좋아하네요.,5,23.08.11.,,"['세정력_보통이에요', '두피자극_보통이에요', '탈모케어_잘 모르겠어요']"
아빠가 머리안빠진다고 너무 좋아하네요,5,23.08.15.,,"['두피자극_순해요', '탈모케어_아주 만족해요', '세정력_아주 만족해요']"
한달사용기선물했는데 좋아하네요,5,23.08.18.,,"['두피자극_순해요', '탈모케어_아주 만족해요', '세정력_아주 만족해요']"
늘쓰던거라조아요 배송도 빨라요,5,23.08.12.,,"['세정력_보통이에요', '두피자극_보통이에요', '탈모케어_아주 만족해요']"
한달사용기샴푸 이게 젤 좋아요,5,23.08.19.,,"['두피자극_보통이에요', '탈모케어_잘 모르겠어요', '세정력_아주 만족해요']"
평이 좋아서 구매했습니다.,5,23.08.18.,,"['두피자극_순해요', '탈모케어_아주 만족해요', '세정력_아주 만족해요']"
구매해봤는데 아직 효과는 잘모르겠어요 거품잘나고 쿨링은 좋아요,4,23.08.03.,,"['세정력_보통이에요', '두피자극_보통이에요', '탈모케어_잘 모르겠어요']"
쿨링감이 느껴져서 좋아요,5,23.09.06.,,"['두피자극_순해요', '탈모케어_아주 만족해요', '세정력_아주 만족해요']"
한달사용기한달 정도 꾸준히 써봤는데 효과도 없고 오히려 비듬이 생겼어요..ㅠ,3,23.09.01.,,"['세정력_보통이에요', '두피자극_순해요', '탈모케어_잘 모르겠어요']"
시원함은 생각보다는 덜하네요. 하지만 탈모만 늦춰준다면 그게 최고겠죠.ㅠ.ㅜ 기대해봅니다,4,23.08.20.,,"['헤어_지성탈모', '세정력_보통이에요', '두피자극_보통이에요', '탈모케어_잘 모르겠어요']"
재구매항상 쓰던 샴푸입니다,5,23.09.07.,,"['두피자극_순해요', '탈모케어_아주 만족해요', '세정력_아주 만족해요']"
한달사용기맨날 쓰고 있어요 ㅋㅋ,5,23.08.23.,,"['두피자극_순해요', '탈모케어_아주 만족해요', '세정력_아주 만족해요']"
처음 써보는데 느낌 좋네요^^,5,23.08.17.,,"['헤어_지성손상모', '두피자극_순해요', '탈모케어_아주 만족해요', '세정력_아주 만족해요']"
저한텐 안맞는건지 머리가 가려워요 ㅠ,4,23.08.17.,,"['세정력_보통이에요', '두피자극_보통이에요', '탈모케어_잘 모르겠어요']"
사용 후 머리카락이 덜 빠지는 느낌이 들어 좋습니다,5,23.09.05.,,"['두피자극_순해요', '탈모케어_아주 만족해요', '세정력_아주 만족해요']"
평소 두피 가려움이 있어서 이 샴푸 저 샴푸 많이 써봐도 마찬가지였는데 라보에이치 한 번 사용해보니 가려움이 확실히 없어요. 넘 속시원하네요. 계속 효과있음 정착하려구요~~^^,5,23.08.19.,,"['두피자극_순해요', '탈모케어_아주 만족해요', '세정력_아주 만족해요']"
매번주문합니다 시원해서좋습니다,5,23.08.17.,,"['두피자극_순해요', '탈모케어_아주 만족해요', '세정력_아주 만족해요']"
처음써봤는데 시원하네요 다만 항은 제 스타일이 아니라서 아쉽 ㅠㅠ,5,23.08.02.,,"['세정력_보통이에요', '두피자극_보통이에요', '탈모케어_잘 모르겠어요']"
한달사용기세정력 좋음  나에게 맞는 샴푸는 해드앤숄더뿐이라 생각했는데 아저씨같아서 영 사기 싫어서 몸뒤틀던중에 광명찾아준템 근데 멘솔이 강해서 눈이 좀 시릴때가 있음  하지만 아침에 감아도 저녁에 떡지는 나에게 다음날까지 보송한 두피를 선사해주는 귀한 템,5,23.08.14.,,"['헤어_지성손상모피지 과다가려움', '두피자극_순해요', '탈모케어_잘 모르겠어요', '세정력_아주 만족해요']"
한달사용기좋아서 또 구매해서 잘쓰고있어요,5,23.08.12.,,"['헤어_지성볼륨 부족윤기 부족', '세정력_보통이에요', '두피자극_순해요', '탈모케어_잘 모르겠어요']"
재구매여름 샴푸로 딱이예요 시원한 느낌 좋아요,5,23.08.11.,,"['두피자극_순해요', '탈모케어_잘 모르겠어요', '세정력_아주 만족해요']"
효능은 잘 모르겠지만 향 좋아요. 씻기는 것도 좋음,5,23.08.05.,,"['두피자극_보통이에요', '탈모케어_잘 모르겠어요', '세정력_아주 만족해요']"
너무 만족스럽습니다,5,23.09.05.,,"['두피자극_순해요', '탈모케어_아주 만족해요', '세정력_아주 만족해요']"
한달사용기두피 샴푸 유목민이였는데 이걸로 정착,5,23.08.14.,,"['두피자극_순해요', '탈모케어_아주 만족해요', '세정력_아주 만족해요']"
한달사용기시원해서 좋아요 ㅎㅎ,5,23.08.18.,,"['세정력_보통이에요', '두피자극_보통이에요', '탈모케어_잘 모르겠어요']"
한달사용기자극없고 잘 씻겨 나가고 좋네요,5,23.09.02.,,"['두피자극_순해요', '탈모케어_아주 만족해요', '세정력_아주 만족해요']"
듣던대로 괜찮아요. 시원해요,5,23.08.11.,,"['두피자극_순해요', '탈모케어_아주 만족해요', '세정력_아주 만족해요']"
한달사용기거품도 잘나고 샴푸를 하면 제대로 머리가 감기는 느낌이라 좋네요,5,23.08.27.,,"['두피자극_순해요', '탈모케어_잘 모르겠어요', '세정력_아주 만족해요']"
두피도 시원해지고 거품도 잘 나서 계속 사용하고 있어요,5,23.08.09.,,"['두피자극_순해요', '탈모케어_아주 만족해요', '세정력_아주 만족해요']"
사용감이부드러워요 세정력 좋고 효과는 더 써봐야겠어요,5,23.08.10.,,"['헤어_복합성가는 모발민감성 두피지루성 두피', '두피자극_순해요', '탈모케어_아주 만족해요', '세정력_아주 만족해요']"
탈모샴푸 몇개 써봣는데...사용한것 중에 제일 만족스럽습니다. 기분탓인가...샴푸하고 머리 말리면 모발이 좀 더 풍성한 느낌도 들고. 세정력도 적당해서 감구나서 머리가 간지럽거나 그러지 안아서 좋아요,5,23.08.06.,,"['두피자극_순해요', '탈모케어_아주 만족해요', '세정력_아주 만족해요']"
여름에 사용하기 좋라료 만족합니다,5,23.08.11.,,"['두피자극_보통이에요', '탈모케어_잘 모르겠어요', '세정력_아주 만족해요']"
한달사용기빠른 배송과 제품이 좋습니다,4,23.09.04.,,"['세정력_보통이에요', '두피자극_보통이에요', '탈모케어_잘 모르겠어요']"
한달사용기두피 시원한감이 있는거같아요..그리고 머리가 조금 덜 빠지는 기분은 들어요.더 꾸준하게 사용해 볼께요.,5,23.07.28.,,"['헤어_지성볼륨 부족가는 모발민감성 두피', '두피자극_보통이에요', '탈모케어_아주 만족해요', '세정력_아주 만족해요']"
샘플은좋았는데  좀 감고나도 기름이있어요,3,23.09.01.,,"['세정력_다소 아쉬워요', '두피자극_보통이에요', '탈모케어_잘 모르겠어요']"
일단 사용해볼ㄲ요 감사합니다,4,23.08.13.,,"['세정력_보통이에요', '두피자극_보통이에요', '탈모케어_잘 모르겠어요']"
여름에 쓰기에 시원하고 향도 부담이 없어서 좋아요,5,23.08.07.,,"['세정력_보통이에요', '두피자극_보통이에요', '탈모케어_잘 모르겠어요']"
재구매계속 이것만 쓰고있어서 만족해용,5,23.08.09.,,"['두피자극_순해요', '탈모케어_아주 만족해요', '세정력_아주 만족해요']"
좋아하는 샴푸 셀할때 득템해서 좋네요,5,23.08.08.,,"['두피자극_순해요', '탈모케어_아주 만족해요', '세정력_아주 만족해요']"
친구가 추천해줘서 써봤는데 타제품보다 훨씬  좋은 느낌입니다.,5,23.08.25.,,"['두피자극_순해요', '탈모케어_아주 만족해요', '세정력_아주 만족해요']"
괜찮은것 같아요 ㅎㅎㅎ잘쓰고 있슴디,5,23.08.05.,,"['두피자극_보통이에요', '탈모케어_잘 모르겠어요', '세정력_아주 만족해요']"
