content,score,date,option,satis_list
머릿속이 시원해지고 두피 관리가지 되네요,5,22.05.20.,,"['머릿결개선_아주 좋아요', '거품_풍부해요', '세정력_아주 만족해요']"
재구매세정력 좋구 꾸준히 써볼게요,5,22.04.28.,,"['세정력_보통이에요', '머릿결개선_만족해요', '거품_적당해요']"
여러번 썼던 제품이에요. 네이버로는 처음 구매합니다. 늘 탈모로 고생했는데 이 제품 쓰고 많이 좋아지네요. 늘 감사합니다^^,5,22.04.27.,,"['머릿결개선_만족해요', '거품_적당해요', '세정력_아주 만족해요']"
한달사용기재구매이제껏 쓰던 샴푸 중 젤 거품 잘나요! 성분 좋아도 거품안나면 짜증나는데 이거는 소량만 써도 거품 엄청 나옵니다 좋아요,5,22.04.15.,,"['머릿결개선_아주 좋아요', '거품_풍부해요', '세정력_아주 만족해요']"
흑*곡 샴푸 쓰다가 너무 비싸기만 하던데 이걸로 갈아타고 쓴지 3일 정도 됐는데 어제부터 머리 빠지는게 덜 빠지네요 효과있어서 좋아요 거품도 쫀득쫀득 좋아요,5,22.02.17.,,"['세정력_보통이에요', '머릿결개선_만족해요', '거품_풍부해요']"
"아주 만족하며 믿고 쓰는 보타믹스 샴프! 빠른배송 깔끔포장, 넉넉한 유통기한! 수고하세요~",5,22.02.13.,,"['머릿결개선_아주 좋아요', '거품_풍부해요', '세정력_아주 만족해요']"
재구매했어요  괜찮은거 같아서  더 써보려구요 배송도 빠르고 좋아요,5,22.02.14.,,"['세정력_보통이에요', '머릿결개선_만족해요', '거품_적당해요']"
좋아서 항상 재구매합니다 :),5,22.03.26.,,"['머릿결개선_만족해요', '거품_풍부해요', '세정력_아주 만족해요']"
처음  주문했는데 향도 좋아요,5,22.07.20.,,"['머릿결개선_만족해요', '거품_적당해요', '세정력_아주 만족해요']"
재구매두통째 구매해서 쓰고있어용,5,22.07.21.,,"['세정력_보통이에요', '머릿결개선_만족해요', '거품_풍부해요']"
항상 사용하고 있는 제품입니다. 거품 많고 두피가 시원하고 확실히 덜 빠집니다.,5,22.07.23.,,"['머릿결개선_아주 좋아요', '거품_풍부해요', '세정력_아주 만족해요']"
재구매믿고쓰는 제품입니다.,5,22.07.21.,,"['머릿결개선_만족해요', '거품_풍부해요', '세정력_아주 만족해요']"
재구매했어요 만족하며 사용하고 있어요,5,22.07.02.,,"['머릿결개선_아주 좋아요', '거품_풍부해요', '세정력_아주 만족해요']"
배송빠르고 제품도 좋아요,5,22.07.27.,,"['세정력_보통이에요', '머릿결개선_만족해요', '거품_적당해요']"
한달사용기아주아주 좋습니다아아,5,22.08.12.,,"['머릿결개선_아주 좋아요', '거품_풍부해요', '세정력_아주 만족해요']"
리뷰보고구매 감사합니다,5,22.07.20.,,"['머릿결개선_아주 좋아요', '거품_풍부해요', '세정력_아주 만족해요']"
늘 쓰던거라 ㅎ 믿고 재구매 햇읍니다 ㅎ,5,22.06.15.,,"['머릿결개선_아주 좋아요', '거품_풍부해요', '세정력_아주 만족해요']"
"한달사용기자주 쓰던 제품이라 너무 좋아요~ 중요한 건 탈모 증세가 많이 없어지네요. 일 때문에 스트레스 많은데, 좋은 제품 감사해요.",5,22.05.28.,,"['머릿결개선_아주 좋아요', '거품_적당해요', '세정력_아주 만족해요']"
머리결도 좋아지는 거 같고 거품이 풍부해 좋습니다,5,22.05.28.,,"['세정력_보통이에요', '머릿결개선_아주 좋아요', '거품_풍부해요']"
좋은 제품 감사합니다.,5,22.06.02.,,"['머릿결개선_아주 좋아요', '거품_풍부해요', '세정력_아주 만족해요']"
머릿속이 시원해지고 두피 관리가지 되네요,5,22.05.20.,,"['머릿결개선_아주 좋아요', '거품_풍부해요', '세정력_아주 만족해요']"
재구매세정력 좋구 꾸준히 써볼게요,5,22.04.28.,,"['세정력_보통이에요', '머릿결개선_만족해요', '거품_적당해요']"
여러번 썼던 제품이에요. 네이버로는 처음 구매합니다. 늘 탈모로 고생했는데 이 제품 쓰고 많이 좋아지네요. 늘 감사합니다^^,5,22.04.27.,,"['머릿결개선_만족해요', '거품_적당해요', '세정력_아주 만족해요']"
한달사용기재구매이제껏 쓰던 샴푸 중 젤 거품 잘나요! 성분 좋아도 거품안나면 짜증나는데 이거는 소량만 써도 거품 엄청 나옵니다 좋아요,5,22.04.15.,,"['머릿결개선_아주 좋아요', '거품_풍부해요', '세정력_아주 만족해요']"
흑*곡 샴푸 쓰다가 너무 비싸기만 하던데 이걸로 갈아타고 쓴지 3일 정도 됐는데 어제부터 머리 빠지는게 덜 빠지네요 효과있어서 좋아요 거품도 쫀득쫀득 좋아요,5,22.02.17.,,"['세정력_보통이에요', '머릿결개선_만족해요', '거품_풍부해요']"
"아주 만족하며 믿고 쓰는 보타믹스 샴프! 빠른배송 깔끔포장, 넉넉한 유통기한! 수고하세요~",5,22.02.13.,,"['머릿결개선_아주 좋아요', '거품_풍부해요', '세정력_아주 만족해요']"
재구매했어요  괜찮은거 같아서  더 써보려구요 배송도 빠르고 좋아요,5,22.02.14.,,"['세정력_보통이에요', '머릿결개선_만족해요', '거품_적당해요']"
좋아서 항상 재구매합니다 :),5,22.03.26.,,"['머릿결개선_만족해요', '거품_풍부해요', '세정력_아주 만족해요']"
친구선물로 딱입니다 자라나라자라나라,5,22.01.02.,,"['머릿결개선_아주 좋아요', '거품_풍부해요', '세정력_아주 만족해요']"
세정력좋아요. 더써봐야겠지만,5,21.12.23.,,"['머릿결개선_아주 좋아요', '거품_풍부해요', '세정력_아주 만족해요']"
머리가  예전보다 많이 빠지는것같아서 구매^^향은 시원한향! 거품도 풍성하고 나름 괜찮은것같아요^^,4,21.12.15.,,"['세정력_보통이에요', '머릿결개선_만족해요', '거품_적당해요']"
아직 안 써봤는데 잘 맞았으면 좋겠어요,5,21.12.29.,,"['세정력_보통이에요', '머릿결개선_만족해요', '거품_적당해요']"
아직 사용전이지만 평이 좋아서 기대하고 있답니다. 한달 후 후기 남길게요,5,21.12.17.,,"['머릿결개선_잘 모르겠어요', '거품_적당해요', '세정력_아주 만족해요']"
향이 강하지 않고 헹굴때 뻑뻑하지 않아서 좋네요 기름기도 잘 잡아주는것 같아요 탈모방지효과는 좀 더 써봐야겠어요,5,21.11.10.,,"['머릿결개선_아주 좋아요', '거품_풍부해요', '세정력_아주 만족해요']"
"한달사용기향, 용기 디자인, 세정력은 만족합니다. 그러나 탈모에 효과는 잘 모르겠습니다. 그리고 샴푸후 거품 방치시간이 길면 피부에 자극이 있습니다. 며칠동안 방치시간 있게 샴푸를 했더니 목부터 시작하더니 점점 부위가 넓어지면서 가려움증이 생기더니 나중에는 따갑고 쓰라린 자극이 와서 거품방치를 하지 않으니 증상이 사라졌습니다. 피부타입에 따라 다르겠지만 저한테는 이러한 증상이 있었습니다.",3,21.11.17.,,"['머릿결개선_잘 모르겠어요', '거품_풍부해요', '세정력_아주 만족해요']"
처음써바요 잘쓸게욣ㅎ,5,21.12.07.,,"['머릿결개선_만족해요', '거품_풍부해요', '세정력_아주 만족해요']"
한달사용기머리결도 뻑뻑하지  않고  만족스러워요,5,21.11.24.,,"['머릿결개선_아주 좋아요', '거품_적당해요', '세정력_아주 만족해요']"
배송잘 받았어요~ 첫구매인데 기대되네요,5,21.12.10.,,"['세정력_보통이에요', '머릿결개선_만족해요', '거품_적당해요']"
재구매너무나도 잘 사용하고 있는 상품입니디 포장 잘되어서 잘 도착했구요 거품도 풍부해서 사용감이 아주 좋은 상품이라서 너무 추천하고 있어요!!!,5,21.11.24.,,"['머릿결개선_아주 좋아요', '거품_풍부해요', '세정력_아주 만족해요']"
이거조으네요 근데 머리빠짐은 지금현재3번사용해봐서모르겠지만 전에쓰던샴푸보단 좀덜빠지는거같은데요. 몇주더써봄.알겠죠,4,21.11.08.,,"['머릿결개선_만족해요', '거품_풍부해요', '세정력_아주 만족해요']"
두피가 시원하고 청량감이 있네요. 잔향은 없는편이에요.,4,21.11.12.,,"['머릿결개선_만족해요', '거품_풍부해요', '세정력_아주 만족해요']"
아직 안써봤지만 후기가 넘사벽으로 많고 내용도 좋아서 기대됩니다! 사용 후 후기 남겨볼게요 ㅎㅎ,5,21.11.03.,,"['머릿결개선_아주 좋아요', '거품_풍부해요', '세정력_아주 만족해요']"
성분이 좋은거같고 세정력도 조아욘,5,21.12.07.,,"['머릿결개선_만족해요', '거품_풍부해요', '세정력_아주 만족해요']"
부드럽고 잘 쓰고 있어요,5,21.11.23.,,"['머릿결개선_아주 좋아요', '거품_풍부해요', '세정력_아주 만족해요']"
재구매저번에 구매해보고 세정력과 시원함이 넘 괜찮고 좋아서 재구매했어요! 향이 일단 엄청 좋고 자극적이지 않아서 넘 괜찮네요 앞으로도 여기서 자주 애용할 생각입니다 ㅎㅎ,5,21.11.06.,,"['머릿결개선_아주 좋아요', '거품_풍부해요', '세정력_아주 만족해요']"
거품이 진짜 풍부하네요. 상큼한 느낌도 좋아요. 효과는 아직 모르겠지만 좋으면 재구매할게요~,5,21.10.31.,,"['머릿결개선_아주 좋아요', '거품_풍부해요', '세정력_아주 만족해요']"
거품도 풍성하게 아주 잘 나고 이걸로 머리 감으면 시원하게 잘 감기네요ㅎㅎ 성분도 좋고 향기도 너무 좋아요 잘 쓸게요 감사합니다!,5,21.11.10.,,"['머릿결개선_아주 좋아요', '거품_풍부해요', '세정력_아주 만족해요']"
재구매저만 썼었는데 가족들이 저 괜찮아진거 보고 같이 쓰자고 그러더라구요. 덕분에 생각보다 일찍 동이 났고..재구매합니다. 거품 풍성해서 세정력 좋고 뭣보다 순해서 두피를 시원하게 해주는게 좋아요.,5,21.11.04.,,"['머릿결개선_아주 좋아요', '거품_풍부해요', '세정력_아주 만족해요']"
친구선물로 딱입니다 자라나라자라나라,5,22.01.02.,,"['머릿결개선_아주 좋아요', '거품_풍부해요', '세정력_아주 만족해요']"
세정력좋아요. 더써봐야겠지만,5,21.12.23.,,"['머릿결개선_아주 좋아요', '거품_풍부해요', '세정력_아주 만족해요']"
머리가  예전보다 많이 빠지는것같아서 구매^^향은 시원한향! 거품도 풍성하고 나름 괜찮은것같아요^^,4,21.12.15.,,"['세정력_보통이에요', '머릿결개선_만족해요', '거품_적당해요']"
아직 안 써봤는데 잘 맞았으면 좋겠어요,5,21.12.29.,,"['세정력_보통이에요', '머릿결개선_만족해요', '거품_적당해요']"
아직 사용전이지만 평이 좋아서 기대하고 있답니다. 한달 후 후기 남길게요,5,21.12.17.,,"['머릿결개선_잘 모르겠어요', '거품_적당해요', '세정력_아주 만족해요']"
향이 강하지 않고 헹굴때 뻑뻑하지 않아서 좋네요 기름기도 잘 잡아주는것 같아요 탈모방지효과는 좀 더 써봐야겠어요,5,21.11.10.,,"['머릿결개선_아주 좋아요', '거품_풍부해요', '세정력_아주 만족해요']"
"한달사용기향, 용기 디자인, 세정력은 만족합니다. 그러나 탈모에 효과는 잘 모르겠습니다. 그리고 샴푸후 거품 방치시간이 길면 피부에 자극이 있습니다. 며칠동안 방치시간 있게 샴푸를 했더니 목부터 시작하더니 점점 부위가 넓어지면서 가려움증이 생기더니 나중에는 따갑고 쓰라린 자극이 와서 거품방치를 하지 않으니 증상이 사라졌습니다. 피부타입에 따라 다르겠지만 저한테는 이러한 증상이 있었습니다.",3,21.11.17.,,"['머릿결개선_잘 모르겠어요', '거품_풍부해요', '세정력_아주 만족해요']"
처음써바요 잘쓸게욣ㅎ,5,21.12.07.,,"['머릿결개선_만족해요', '거품_풍부해요', '세정력_아주 만족해요']"
한달사용기머리결도 뻑뻑하지  않고  만족스러워요,5,21.11.24.,,"['머릿결개선_아주 좋아요', '거품_적당해요', '세정력_아주 만족해요']"
배송잘 받았어요~ 첫구매인데 기대되네요,5,21.12.10.,,"['세정력_보통이에요', '머릿결개선_만족해요', '거품_적당해요']"
재구매너무나도 잘 사용하고 있는 상품입니디 포장 잘되어서 잘 도착했구요 거품도 풍부해서 사용감이 아주 좋은 상품이라서 너무 추천하고 있어요!!!,5,21.11.24.,,"['머릿결개선_아주 좋아요', '거품_풍부해요', '세정력_아주 만족해요']"
이거조으네요 근데 머리빠짐은 지금현재3번사용해봐서모르겠지만 전에쓰던샴푸보단 좀덜빠지는거같은데요. 몇주더써봄.알겠죠,4,21.11.08.,,"['머릿결개선_만족해요', '거품_풍부해요', '세정력_아주 만족해요']"
두피가 시원하고 청량감이 있네요. 잔향은 없는편이에요.,4,21.11.12.,,"['머릿결개선_만족해요', '거품_풍부해요', '세정력_아주 만족해요']"
아직 안써봤지만 후기가 넘사벽으로 많고 내용도 좋아서 기대됩니다! 사용 후 후기 남겨볼게요 ㅎㅎ,5,21.11.03.,,"['머릿결개선_아주 좋아요', '거품_풍부해요', '세정력_아주 만족해요']"
성분이 좋은거같고 세정력도 조아욘,5,21.12.07.,,"['머릿결개선_만족해요', '거품_풍부해요', '세정력_아주 만족해요']"
부드럽고 잘 쓰고 있어요,5,21.11.23.,,"['머릿결개선_아주 좋아요', '거품_풍부해요', '세정력_아주 만족해요']"
재구매저번에 구매해보고 세정력과 시원함이 넘 괜찮고 좋아서 재구매했어요! 향이 일단 엄청 좋고 자극적이지 않아서 넘 괜찮네요 앞으로도 여기서 자주 애용할 생각입니다 ㅎㅎ,5,21.11.06.,,"['머릿결개선_아주 좋아요', '거품_풍부해요', '세정력_아주 만족해요']"
거품이 진짜 풍부하네요. 상큼한 느낌도 좋아요. 효과는 아직 모르겠지만 좋으면 재구매할게요~,5,21.10.31.,,"['머릿결개선_아주 좋아요', '거품_풍부해요', '세정력_아주 만족해요']"
거품도 풍성하게 아주 잘 나고 이걸로 머리 감으면 시원하게 잘 감기네요ㅎㅎ 성분도 좋고 향기도 너무 좋아요 잘 쓸게요 감사합니다!,5,21.11.10.,,"['머릿결개선_아주 좋아요', '거품_풍부해요', '세정력_아주 만족해요']"
재구매저만 썼었는데 가족들이 저 괜찮아진거 보고 같이 쓰자고 그러더라구요. 덕분에 생각보다 일찍 동이 났고..재구매합니다. 거품 풍성해서 세정력 좋고 뭣보다 순해서 두피를 시원하게 해주는게 좋아요.,5,21.11.04.,,"['머릿결개선_아주 좋아요', '거품_풍부해요', '세정력_아주 만족해요']"
재구매탈모끼는 초반부터 잡아줘야한다는 말에 저도 머리가 많이 빠지기 시작하면서 관리좀 해주고있어요~!! 이거 사용하고는 확실히 머리의 두피에서부터 힘이 있어지는듯해요,5,21.11.10.,,"['머릿결개선_아주 좋아요', '거품_풍부해요', '세정력_아주 만족해요']"
두피어 자극적이지않아서 좋아요예민보쓰인 저하고찰떡 적은양으로도 거품이 풍성하니 좋습니다 향기까지 엄지척이네요 또구매하고파요,5,21.11.05.,,"['머릿결개선_아주 좋아요', '거품_풍부해요', '세정력_아주 만족해요']"
아직 안써봤지만...좋을거라 믿어요~ ㅋ,5,21.12.05.,,"['머릿결개선_아주 좋아요', '거품_풍부해요', '세정력_아주 만족해요']"
재구매거품 걱정은 전혀 안해도 될만큼 풍성하게 납니다. 상쾌함 향이 샴푸하면 기분이 좋답니다!! 향때문에 머리 감을때마다 힐링하는 느낌이 드는 보타믹스 포레스트 그로우 인텐시브 샴푸  향도 일반적인 샴푸의 향보다는 은은하면서 상쾌하고 시원한 향이나서 샴푸후에 개운함을 더 느끼는것 같아요~^^ 두피가 약간 화 ~ 한게 두피 마사지가 되고 있는 기분이랄까요  샴푸를 사용하면 두피케어 받은듯한 느낌이랍니다.. 저희 신랑은 탈모 때문에 요 샴푸만 사용중이랍니다 거품도 풍성하게 꽤 잘나더라고요. 두피 속까지 깨끗이 세정되고 머리를 감고 나서도 두피전체가 시원한 느낌이여서 상쾌한 느낌이 납니다 그리고 탈모샴푸 인데도 머리결이 뻗뻗하지 않고 부드러워요~~  전 탈모 증상이 크게 느껴지진 않지만 요거 향이 넘 좋아서 함께 사용중인데 너무 좋아요~~^^ 그리고 미리 미리 사용해도 좋을것 같아서 사용하구요~^^,5,21.09.15.,,"['머릿결개선_아주 좋아요', '거품_풍부해요', '세정력_아주 만족해요']"
재구매거품이 엄청 잘자요 모발이 얇은 편인데 이건 사용흐에 확실히 개설이 많이되서 좋아요 머리말릴때 머리빠짐이 줄어든거 같아서 기분이 좋네요 ㅎㅎ 만족합니다 ㅎㅎ,5,21.11.06.,,"['머릿결개선_아주 좋아요', '거품_풍부해요', '세정력_아주 만족해요']"
처음써보는데 좋네요,5,21.12.01.,,"['세정력_보통이에요', '머릿결개선_만족해요', '거품_적당해요']"
샴푸 잘못써도 피부가 뒤집어지는데 순한거같아서 좋아요,5,21.11.24.,,"['머릿결개선_아주 좋아요', '거품_풍부해요', '세정력_아주 만족해요']"
파마를 해서 그런가 두피가 예민해져서 전에 쓰던 샴푸를 사용하는 것이 자극적으로 다가와서 찾다가 친구추천으로 구매하게되었어요. 두피가 진정되고 가려움도 없어졌어요. 이제 저도 지인들에게 추천중이예요! 정말 좋아요!,5,21.10.30.,,"['머릿결개선_아주 좋아요', '거품_풍부해요', '세정력_아주 만족해요']"
오늘 두번째 사용해봤어요 맘에들어요 많이 파세요,5,21.11.06.,,"['머릿결개선_만족해요', '거품_풍부해요', '세정력_아주 만족해요']"
지인에게 추천 받고 상품평도 호평이 많아 구매해서 사용중인데 일단 마음에 듭니다.,5,21.10.31.,,"['머릿결개선_아주 좋아요', '거품_풍부해요', '세정력_아주 만족해요']"
