content,score,date,option,satis_list
아직 사용전이지만 좋을거 같아요 탈모예방 되면 좋겠네요,5,23.08.28.,옵션: 03 민감성 두피용 샴푸 400ML X2,['세정력_보통이에요']
계속쓰던 제품 재구매 했어요 배송 빨라 좋아요,5,23.08.24.,옵션: 03 민감성 두피용 샴푸 400ML X2,['세정력_보통이에요']
탈모샴푸 한번 사봤어요 배송 빠르고 감사합니다,5,23.08.22.,옵션: 03 민감성 두피용 샴푸 400ML X2,['세정력_아주 만족해요']
부모님이 늘 몇 년째 쓰시는 제품! 할인할 때 쟁여서 쓸 수 있어서 좋아하시네요^^,5,23.08.23.,옵션: 03 민감성 두피용 샴푸 400ML X2,['세정력_아주 만족해요']
항상 쓰는 샴푸입니다. 역시 좋네요,5,23.08.27.,옵션: 01 지성 두피용 샴푸 400ML X2,['세정력_아주 만족해요']
아직 써보진 않았는데 부모님이 려 탈모 샴푸가 제일 잘맞다 하셔서 구매했습니다,5,23.08.24.,옵션: 03 민감성 두피용 샴푸 400ML X2,['세정력_아주 만족해요']
오배 처음 시컀는데 배송도 빠르고 세일해서 가격도 저렴해서 만족해요,5,23.08.24.,옵션: 02 중건성 두피용 샴푸 400ML X2,['세정력_아주 만족해요']
한달사용기려가 좋은거 같아서 계속 쓰는 중이에요,4,23.08.27.,옵션: 02 중건성 두피용 샴푸 400ML X2,"['헤어_복합성손상모윤기 부족새치', '세정력_보통이에요']"
조아요 조아요 조아요,5,23.08.29.,옵션: 01 지성 두피용 샴푸 400ML X2,['세정력_아주 만족해요']
한달사용기지성에겐 기름기도 잡고 뾰루지도 안나고~ 최고라서 이 상품만 썼는데.. 단종되었다니 슬프네요.. 내년 여름에 다시 재출시 해주시면 안되나요? ㅠ,5,23.08.10.,옵션: 04 비듬 두피용 샴푸 400ML X2,"['헤어_지성가려움비듬지루성 두피', '세정력_아주 만족해요']"
한달사용기아주 잘 쓰고 있어요. 지성인데 깨끗하게 씻겨줘서 좋아요. 만족합니다,5,23.08.15.,옵션: 01 지성 두피용 샴푸 400ML X2,['세정력_아주 만족해요']
자양윤모 파란색(비듬)을 사려고 어딜 검색해도 가격이 너무 비싸더라구요. 나중에야 파란색이 단종될 것을 알았네요. 어쩔 수 없이 우선 민감성과 지성으로 구매했습니다. 사용해 보고 한달 후기 남길께요.,5,23.08.28.,옵션: 01 지성 두피용 샴푸 400ML X2,"['헤어_지성피지 과다가려움비듬', '세정력_아주 만족해요']"
지성두피라 이 제품만 써요. 다른 제품도 써봤지만 별로였어요. 려샴푸가 쌓인 피지를 말끔히 씻겨내서 좋고 12시간정도는 피지가 쌓이지 않아서 떡이 안져요.,5,23.08.07.,옵션: 01 지성 두피용 샴푸 400ML X2,"['헤어_지성피지 과다', '세정력_아주 만족해요']"
한달사용기한통 사용중인데 쿨링감 있고 세정력도 좋은것 같아요!! 여름에 사용하는거 강추!! 하나 더 사용해보고 재구매 하려구요 :),5,23.08.11.,옵션: 04 비듬 두피용 샴푸 400ML X2,['세정력_아주 만족해요']
박스먼지 잔뜩.. 포장이 성의가 없어요,2,23.08.28.,옵션: 02 중건성 두피용 샴푸 400ML X2,['세정력_보통이에요']
다른거쓰다  다시돌아오게하는  마성의 샴푸,5,23.08.26.,옵션: 02 중건성 두피용 샴푸 400ML X2,['세정력_아주 만족해요']
두피가 매우 민감한데 예전에 썼을때 가려움이나 트러블이 없었던기억이나서 오랫만에 구매해요,5,23.08.19.,옵션: 01 지성 두피용 샴푸 400ML X2,['세정력_아주 만족해요']
재구매 했어요 잘쓰고있음,5,23.08.23.,옵션: 01 지성 두피용 샴푸 400ML X2,['세정력_보통이에요']
재구매만족합니다 눌 잘 쓰고있어용,5,23.08.24.,옵션: 01 지성 두피용 샴푸 400ML X2,['세정력_보통이에요']
한달사용기자극도 없고 머리빠짐도 확실히 덜해요~  적은양으로 거품도 잘 납니다^^,5,23.08.15.,옵션: 03 민감성 두피용 샴푸 400ML X2,['세정력_아주 만족해요']
"한방샴푸치곤 향기가 독하지 않아 자주 씁니다. 두피가 시원해지고, 기름이 잘 안져서 만족하면서 써요.  배송이 정말 빠르네요.",5,23.08.25.,옵션: 01 지성 두피용 샴푸 400ML X2,['세정력_아주 만족해요']
려상품만 사용하는데 제가 사용하는 것은 품절이라 민감성으로 구매했는데 뭐 비슷하겠죠 잘 사용하겠습니다,4,23.08.15.,옵션: 03 민감성 두피용 샴푸 400ML X2,['세정력_보통이에요']
배송 엄청 빠르네요~ 감사합니다^^,5,23.08.18.,옵션: 03 민감성 두피용 샴푸 400ML X2,['세정력_아주 만족해요']
피지케어로 사봤어요! 잘 써볼게요!,5,23.08.17.,옵션: 01 지성 두피용 샴푸 400ML X2,"['헤어_지성손상모', '세정력_보통이에요']"
배송 빠르고 제품은 이제 써봐야겠네요,5,23.08.22.,옵션: 01 지성 두피용 샴푸 400ML X2,['세정력_아주 만족해요']
합리적인 가격에 기름진 지성 피부에 너무 좋아요.. 샴푸하고 나면 개운하고 두피가 상쾌해져요~,5,23.08.29.,옵션: 01 지성 두피용 샴푸 400ML X2,['세정력_아주 만족해요']
잘받았습니다  잘 쓸게요,5,23.08.24.,옵션: 01 지성 두피용 샴푸 400ML X2,['세정력_아주 만족해요']
"계속 이것만 쓰고 있어요. 사람마다 다를 수는 있겠지만, 저는 향도 마음에 들고, 두피가 시원해지는 느낌이 드네요.",5,23.08.04.,옵션: 01 지성 두피용 샴푸 400ML X2,['세정력_아주 만족해요']
자양윤모 파란색 사용하는데 단종되어서 민감성과 지성으로 구매했어요. 사용해 보고 한달 사용 후기 남길께요.,5,23.08.28.,옵션: 03 민감성 두피용 샴푸 400ML X2,"['헤어_지성피지 과다가려움비듬', '세정력_아주 만족해요']"
잘사용하고 있어요 꾸준히 써보려구요,4,23.08.22.,옵션: 03 민감성 두피용 샴푸 400ML X2,['세정력_아주 만족해요']
항상 쓰는  샴푸라 구매했습니다. 빠른 배송 감사합니다,5,23.08.31.,옵션: 01 지성 두피용 샴푸 400ML X2,['세정력_아주 만족해요']
샴푸 향도 좋고 머리가 덜 빠집니다,5,23.09.07.,옵션: 03 민감성 두피용 샴푸 400ML X2,['세정력_아주 만족해요']
한달사용기빠르게 잘받았어요 잘사용해 보겠습니다,4,23.09.05.,옵션: 05 힘없는 모발용 샴푸 400ML X2,['세정력_보통이에요']
재구매려샴푸 저렴하게잘구매했어요 배송도빠르고 좋아요,5,23.08.30.,옵션: 02 중건성 두피용 샴푸 400ML X2,['세정력_아주 만족해요']
배송빠르고 항상 쓰는 제품이에요. 좋은 제품 감사합니다.,5,23.08.28.,옵션: 01 지성 두피용 샴푸 400ML X2,"['헤어_지성가는 모발민감성 두피', '세정력_아주 만족해요']"
좋은제품이군요. 굿입니다.,5,23.08.17.,옵션: 01 지성 두피용 샴푸 400ML X2,['세정력_아주 만족해요']
거품이어마어마하게나네요,5,23.08.20.,옵션: 03 민감성 두피용 샴푸 400ML X2,['세정력_아주 만족해요']
한달사용기려 제품 믿고 사용중입니다,5,23.08.20.,옵션: 02 중건성 두피용 샴푸 400ML X2,"['헤어_복합성손상모볼륨 부족탈모', '세정력_보통이에요']"
대용량 큰통이 있었음 좋겠어요,5,23.08.19.,옵션: 03 민감성 두피용 샴푸 400ML X2,['세정력_아주 만족해요']
좋습니다 샴푸!! 역시 려가 좋아요!,5,23.08.12.,옵션: 01 지성 두피용 샴푸 400ML X2,"['헤어_지성민감성 두피지루성 두피', '세정력_아주 만족해요']"
좋아요. 잘 받았어요!,5,23.09.07.,옵션: 01 지성 두피용 샴푸 400ML X2,"['헤어_지성탈모', '세정력_아주 만족해요']"
항상쓰는제품입니다배송도빠르고좋아요,5,23.08.30.,옵션: 02 중건성 두피용 샴푸 400ML X2,['세정력_아주 만족해요']
샴푸향도 좋고 탈모증상 케어도 된다고 하니 일석이조네요. 꾸준히 사용해보려 합니다.,5,23.07.31.,옵션: 05 힘없는 모발용 샴푸 400ML X2,['세정력_아주 만족해요']
사용해본 중에 이게 저한테 잘 맞더라구요 넘 건조하지 않고 촉촉해서 좋습니다.,5,23.08.01.,옵션: 02 중건성 두피용 샴푸 400ML X2,"['헤어_건성손상모윤기 부족가는 모발', '세정력_보통이에요']"
한달사용기머리가 덜 빠지는거 같아요 시원해서 좋아요,5,23.08.27.,옵션: 04 비듬 두피용 샴푸 400ML X2,['세정력_아주 만족해요']
늘 쓰는 제품~ 탈모예방에 도움이 되기를 바랍니다,4,23.08.26.,옵션: 03 민감성 두피용 샴푸 400ML X2,['세정력_보통이에요']
왜 진작 이걸 안샀을까?? 지성두피를 가진 저에게 딱이에요 머리를 감고 나면 아주 잘씻긴 느낌이 들어요  여기 저기 돌고 돌다 이 제품이 제일이네요  지성두피전용 최고에요  기름기가 없어야 머리카락도 덜 빠져요 이거 대용량은 안나오나요??? 대용량좀 출시해줘요,5,23.07.15.,옵션: 01 지성 두피용 샴푸 400ML X2,"['헤어_지성탈모', '세정력_아주 만족해요']"
사용하는 제품있는데 그냥 궁금해서 한번 사용해봤어요. 거품 풍성하고 세정력도 나쁘지 않았어요. 향은 음...제가 좋아하는 향은 아니라...머리카락 숱이  많지 않아 탈모에 좋았으면 합니다.,4,23.07.18.,옵션: 05 힘없는 모발용 샴푸 400ML X2,['세정력_아주 만족해요']
지성두피로 머리결에 기름기가 많아서 사봤습니다 한달후에 다시,5,23.08.08.,옵션: 01 지성 두피용 샴푸 400ML X2,['세정력_보통이에요']
늘 애용하는 상품입니다.,5,23.09.02.,옵션: 02 중건성 두피용 샴푸 400ML X2,"['헤어_건성', '세정력_아주 만족해요']"
품질이 좋아서 꾸준히 애용하고 있어요.,5,23.08.29.,옵션: 02 중건성 두피용 샴푸 400ML X2,['세정력_아주 만족해요']
한달사용기배송빠르고 정확하게 왔네요,5,23.09.02.,옵션: 04 비듬 두피용 샴푸 400ML X2,['세정력_아주 만족해요']
저렴이로 갈아탔다가 다시 돌아왔습니다~,5,23.08.10.,옵션: 02 중건성 두피용 샴푸 400ML X2,['세정력_아주 만족해요']
항상쓰는제품입니다!,5,23.08.31.,옵션: 03 민감성 두피용 샴푸 400ML X2,"['헤어_복합성피지 과다탈모비듬', '세정력_아주 만족해요']"
괜찮은거같아요 ! 계속 써봐야알것 같습니다,5,23.07.31.,옵션: 05 힘없는 모발용 샴푸 400ML X2,['세정력_아주 만족해요']
잘샀어요 맘에 들어요,5,23.08.24.,옵션: 01 지성 두피용 샴푸 400ML X2,['세정력_아주 만족해요']
재구매려 샴푸는 어떤 라인도 다 괜찮은것 같아요 이번꺼는 부드러움이 있어서 좋았어요^^,5,23.07.29.,옵션: 03 민감성 두피용 샴푸 400ML X2,"['헤어_복합성민감성 두피', '세정력_아주 만족해요']"
항상 잘쓰고있습니다 좋아요,5,23.08.25.,옵션: 01 지성 두피용 샴푸 400ML X2,['세정력_보통이에요']
탈모 때문에 주문했는데 좋아지면 좋겠어요,4,23.08.07.,옵션: 01 지성 두피용 샴푸 400ML X2,['세정력_아주 만족해요']
늘 재구매 합니다 굳,5,23.08.11.,옵션: 01 지성 두피용 샴푸 400ML X2,['세정력_보통이에요']
한달사용기딸아이가 매우 만족하는 샴푸~다음에도 구매할까 합니다,5,23.08.22.,옵션: 01 지성 두피용 샴푸 400ML X2,"['헤어_건성손상모', '세정력_아주 만족해요']"
상품은 괜찮아요~  하지만 어디에 보관을 해놓고 보내주시는진 몰라도 샴푸 통에 먼지들이 쌓여있네요… 검수 안하고 보내주시는거 같은데… 다음엔 마트가서 사야겠어요.,4,23.07.18.,옵션: 03 민감성 두피용 샴푸 400ML X2,['세정력_보통이에요']
저는 왜 이샴푸 냄새가 조을까여?ㅋㅋ 근데 전 지성이랑 기름이잘끼는데 정수리 부분이 뽀득하게 씻기는 느낌은 아닌거가타요,4,23.07.22.,옵션: 01 지성 두피용 샴푸 400ML X2,['세정력_보통이에요']
데일리용으로 구매합니다^^ 지성에 두피도 빨갛고 지루성도 보이는거같아서 한반탈모로 구매했어요!,5,23.07.25.,옵션: 03 민감성 두피용 샴푸 400ML X2,['세정력_아주 만족해요']
한달사용기머리가 덜 빠지는거 같아요 시원해서 좋아요,5,23.08.27.,옵션: 04 비듬 두피용 샴푸 400ML X2,['세정력_아주 만족해요']
늘 쓰는 제품~ 탈모예방에 도움이 되기를 바랍니다,4,23.08.26.,옵션: 03 민감성 두피용 샴푸 400ML X2,['세정력_보통이에요']
왜 진작 이걸 안샀을까?? 지성두피를 가진 저에게 딱이에요 머리를 감고 나면 아주 잘씻긴 느낌이 들어요  여기 저기 돌고 돌다 이 제품이 제일이네요  지성두피전용 최고에요  기름기가 없어야 머리카락도 덜 빠져요 이거 대용량은 안나오나요??? 대용량좀 출시해줘요,5,23.07.15.,옵션: 01 지성 두피용 샴푸 400ML X2,"['헤어_지성탈모', '세정력_아주 만족해요']"
사용하는 제품있는데 그냥 궁금해서 한번 사용해봤어요. 거품 풍성하고 세정력도 나쁘지 않았어요. 향은 음...제가 좋아하는 향은 아니라...머리카락 숱이  많지 않아 탈모에 좋았으면 합니다.,4,23.07.18.,옵션: 05 힘없는 모발용 샴푸 400ML X2,['세정력_아주 만족해요']
지성두피로 머리결에 기름기가 많아서 사봤습니다 한달후에 다시,5,23.08.08.,옵션: 01 지성 두피용 샴푸 400ML X2,['세정력_보통이에요']
늘 애용하는 상품입니다.,5,23.09.02.,옵션: 02 중건성 두피용 샴푸 400ML X2,"['헤어_건성', '세정력_아주 만족해요']"
품질이 좋아서 꾸준히 애용하고 있어요.,5,23.08.29.,옵션: 02 중건성 두피용 샴푸 400ML X2,['세정력_아주 만족해요']
한달사용기배송빠르고 정확하게 왔네요,5,23.09.02.,옵션: 04 비듬 두피용 샴푸 400ML X2,['세정력_아주 만족해요']
저렴이로 갈아탔다가 다시 돌아왔습니다~,5,23.08.10.,옵션: 02 중건성 두피용 샴푸 400ML X2,['세정력_아주 만족해요']
항상쓰는제품입니다!,5,23.08.31.,옵션: 03 민감성 두피용 샴푸 400ML X2,"['헤어_복합성피지 과다탈모비듬', '세정력_아주 만족해요']"
괜찮은거같아요 ! 계속 써봐야알것 같습니다,5,23.07.31.,옵션: 05 힘없는 모발용 샴푸 400ML X2,['세정력_아주 만족해요']
잘샀어요 맘에 들어요,5,23.08.24.,옵션: 01 지성 두피용 샴푸 400ML X2,['세정력_아주 만족해요']
재구매려 샴푸는 어떤 라인도 다 괜찮은것 같아요 이번꺼는 부드러움이 있어서 좋았어요^^,5,23.07.29.,옵션: 03 민감성 두피용 샴푸 400ML X2,"['헤어_복합성민감성 두피', '세정력_아주 만족해요']"
항상 잘쓰고있습니다 좋아요,5,23.08.25.,옵션: 01 지성 두피용 샴푸 400ML X2,['세정력_보통이에요']
탈모 때문에 주문했는데 좋아지면 좋겠어요,4,23.08.07.,옵션: 01 지성 두피용 샴푸 400ML X2,['세정력_아주 만족해요']
늘 재구매 합니다 굳,5,23.08.11.,옵션: 01 지성 두피용 샴푸 400ML X2,['세정력_보통이에요']
한달사용기딸아이가 매우 만족하는 샴푸~다음에도 구매할까 합니다,5,23.08.22.,옵션: 01 지성 두피용 샴푸 400ML X2,"['헤어_건성손상모', '세정력_아주 만족해요']"
상품은 괜찮아요~  하지만 어디에 보관을 해놓고 보내주시는진 몰라도 샴푸 통에 먼지들이 쌓여있네요… 검수 안하고 보내주시는거 같은데… 다음엔 마트가서 사야겠어요.,4,23.07.18.,옵션: 03 민감성 두피용 샴푸 400ML X2,['세정력_보통이에요']
저는 왜 이샴푸 냄새가 조을까여?ㅋㅋ 근데 전 지성이랑 기름이잘끼는데 정수리 부분이 뽀득하게 씻기는 느낌은 아닌거가타요,4,23.07.22.,옵션: 01 지성 두피용 샴푸 400ML X2,['세정력_보통이에요']
데일리용으로 구매합니다^^ 지성에 두피도 빨갛고 지루성도 보이는거같아서 한반탈모로 구매했어요!,5,23.07.25.,옵션: 03 민감성 두피용 샴푸 400ML X2,['세정력_아주 만족해요']
한달사용기항상 재구매해서 사용하고있어요  몇년전부터 탈모증상이 있어 꾸준히 이용하고 있어요,5,23.08.14.,옵션: 02 중건성 두피용 샴푸 400ML X2,['세정력_아주 만족해요']
매번 쓰는 샴푸라 기름기잡아주고 볼륨도 살아나요  려샴푸외엔 다른건 못쓰네요^^,5,23.08.13.,옵션: 01 지성 두피용 샴푸 400ML X2,"['헤어_복합성볼륨 부족가는 모발', '세정력_아주 만족해요']"
"엄마가 사용하시는 제품인데 무난하게 괜찮은 제품인거 같아요! 다른 제품으로 바꾸시지도 않고 오랜 시간 동안 재구매만 하시면서 이 제품 사용하시는데 한방 냄새도 강하지 않고, 너무 기름지지도 않아서 나쁘지 않은 제품인 듯 합니다 :)",5,23.07.12.,옵션: 02 중건성 두피용 샴푸 400ML X2,['세정력_보통이에요']
배송이 엄청 빠릅니다. 마트가서 살 이유가 없네요. 확실히 새제품이라 머리감고나서 더 깔끔한 기분이 드네요.,5,23.07.21.,옵션: 03 민감성 두피용 샴푸 400ML X2,['세정력_아주 만족해요']
어머니께서 품질 만족해하십니다,5,23.08.22.,옵션: 02 중건성 두피용 샴푸 400ML X2,"['헤어_건성', '세정력_아주 만족해요']"
두피 가렵고 예민한 남편 8년째 이제품만 써요. 예전엔 한방냄새 같은게 제법 났었는데 최근은 그 향이 좀 덜해진것 같아서 좋아요,5,23.07.15.,옵션: 03 민감성 두피용 샴푸 400ML X2,['세정력_아주 만족해요']
한달사용기세정력도 좋고 향도 좋아요,5,23.08.18.,옵션: 05 힘없는 모발용 샴푸 400ML X2,['세정력_아주 만족해요']
한달사용기시원하게 잘 감깁니다,5,23.08.25.,옵션: 01 지성 두피용 샴푸 400ML X2,['세정력_아주 만족해요']
한달사용기좋은 제품 빨리 배송해주셔서 감사합니다.,4,23.08.17.,옵션: 02 중건성 두피용 샴푸 400ML X2,['세정력_보통이에요']
민감성용 사용했는데 좋아서 이번에는 지성두피용 시켜봤어요 배송 빠르고 좋아요,5,23.07.21.,옵션: 01 지성 두피용 샴푸 400ML X2,"['헤어_복합성볼륨 부족민감성 두피', '세정력_보통이에요']"
머리 처음 감아봤는데 향은 괜찮아요 린스 안 해 봤는데 앞으로의 볼륨이 기대됩니다 탈모완화도요,5,23.07.13.,옵션: 05 힘없는 모발용 샴푸 400ML X2,['세정력_보통이에요']
배송도 빠르게왔구요 아직 오래써보지는 않아서 탈모예방 효과는 모르나 거품은 잘나고 감은 후 개운합니다,5,23.07.13.,옵션: 05 힘없는 모발용 샴푸 400ML X2,['세정력_아주 만족해요']
4개 주문해서  선물로 드렸어요.근데 조금 세었다고 합니다.포장에 더 신경써주시면 좋을듯 합니다,4,23.07.14.,옵션: 05 힘없는 모발용 샴푸 400ML X2,['세정력_아주 만족해요']
아빠가 항상 쓰시던 제품이라 구매했어요~ 저렴한 가격으로 잘 구매한 것 같아요. 번창하세요^^,5,23.08.04.,옵션: 01 지성 두피용 샴푸 400ML X2,"['헤어_지성볼륨 부족탈모가려움', '세정력_보통이에요']"
배송정말 빠르네요. 탈모때문에 이제품 사용하네요,4,23.07.22.,옵션: 05 힘없는 모발용 샴푸 400ML X2,['세정력_보통이에요']
부모님이 탈모예방 샴푸 찾으셔서 일단유명한 려로 선택했습니다~ 계속 써봐야 알것같아요 배송은 빠릅니다~!,5,23.07.13.,옵션: 03 민감성 두피용 샴푸 400ML X2,['세정력_아주 만족해요']
어머니께서는 이것만 사용하십니다. 이전 제품에서 케이스가 바뀐 거 같네요,5,23.07.17.,옵션: 05 힘없는 모발용 샴푸 400ML X2,['세정력_아주 만족해요']
머리카락이 자꾸빠져서 탈모도 사봤어요. 효과있었음 좋겠어요.,5,23.07.20.,옵션: 02 중건성 두피용 샴푸 400ML X2,['세정력_아주 만족해요']
려 자양윤모 중 향도 좋고 두피에 문제 없이 잘 맞아서  이 제품만 사용해요~,4,23.07.19.,옵션: 05 힘없는 모발용 샴푸 400ML X2,['세정력_보통이에요']
상품평이  좋아서 첫구매해봅니다,5,23.07.27.,옵션: 03 민감성 두피용 샴푸 400ML X2,['세정력_보통이에요']
걍 평범한 샴푸에요 장기적으로 쓰지는 않았습니다 요새 하도 머리가 많이 빠지길래 세일하길래 한번 사봤습니다,3,23.07.02.,옵션: 02 중건성 두피용 샴푸 400ML X2,"['헤어_복합성탈모새치', '세정력_보통이에요']"
쿨링제품 쓰다가 좋아서 탈모제품 구매해봤습니다 향은 별로네요,4,23.07.13.,옵션: 05 힘없는 모발용 샴푸 400ML X2,['세정력_보통이에요']
민감 두피라서 이 제품만 사용합니다  브랜드데이 행사로 개당 7000원정도에 구매했어요. 온라인 최저가입니다. 배송도 하루만에 와서 만족합니다,5,23.06.28.,옵션: 03 민감성 두피용 샴푸 400ML X2,['세정력_아주 만족해요']
주변의 추천으로 사용해볼렵니다. 기대됩니다.,5,23.07.13.,옵션: 01 지성 두피용 샴푸 400ML X2,['세정력_아주 만족해요']
재구매거품도 잘 나고 세정력도 좋습니다,5,23.07.13.,옵션: 01 지성 두피용 샴푸 400ML X2,['세정력_아주 만족해요']
한방냄새나서 씻을때 조하요!,5,23.07.15.,옵션: 01 지성 두피용 샴푸 400ML X2,['세정력_아주 만족해요']
머리카락이  많이 빠져서좋다길래  상품평믿고 구매했는데  효과있음  재구매 해야죠,5,23.07.27.,옵션: 02 중건성 두피용 샴푸 400ML X2,['세정력_보통이에요']
한달사용기머리카락이 눈에 보이게  빠져서 열심히 감고 있습니다,5,23.08.02.,옵션: 01 지성 두피용 샴푸 400ML X2,['세정력_보통이에요']
"한달사용기거품도 잘나고, 이제품이 제일 부드러운 거 같아요.",5,23.08.01.,옵션: 05 힘없는 모발용 샴푸 400ML X2,['세정력_보통이에요']
한달사용기부드럽고 세정력도 좋아요.,4,23.08.01.,옵션: 02 중건성 두피용 샴푸 400ML X2,['세정력_보통이에요']
거품 잘나서 좋아요,5,23.08.02.,옵션: 01 지성 두피용 샴푸 400ML X2,['세정력_아주 만족해요']
계속 쓰는 제품이예요. 정수리냄새 덜 나고 세정력도 좋아요. 그렇다고 너무 뻣뻣하지도 않고요. 려 헤어제품은 뭘 써도 평타는 치는듯,5,23.07.12.,옵션: 03 민감성 두피용 샴푸 400ML X2,['세정력_아주 만족해요']
좋아요. 좋아요. 좋아요.,5,23.08.21.,옵션: 03 민감성 두피용 샴푸 400ML X2,"['헤어_건성가려움가는 모발', '세정력_아주 만족해요']"
깔끔하고 지성인 머리에 좋네요.,5,23.07.13.,옵션: 05 힘없는 모발용 샴푸 400ML X2,"['헤어_지성민감성 두피', '세정력_아주 만족해요']"
"지성 두피인데, 미리미리 신경쓰려고 탈모 샴푸 사봤어요. 탈모 샴푸인데 거품도 풍부하게 잘나고 감으면 두피가 시원한 느낌이에요",5,23.06.25.,옵션: 04 비듬 두피용 샴푸 400ML X2,['세정력_아주 만족해요']
한달사용기이거 쓰고 모발이 좀 튼튼해진것 같아요 1+1으로 저렴하게 잘 산거 같아요 다 쓰면 또 구매할거같아요 냄새도 좋습니다~,5,23.07.14.,옵션: 05 힘없는 모발용 샴푸 400ML X2,['세정력_아주 만족해요']
아주 좋아요 탈모방지는 모르겠지만 모근에 힘이 생겨서 스타일링이 잘됩니다,5,23.07.21.,옵션: 05 힘없는 모발용 샴푸 400ML X2,"['헤어_복합성볼륨 부족', '세정력_아주 만족해요']"
배송도 빠르고 좋아요,5,23.07.11.,옵션: 05 힘없는 모발용 샴푸 400ML X2,['세정력_아주 만족해요']
한달사용기재구매좋아요 잘쓰고있어요,5,23.07.07.,옵션: 03 민감성 두피용 샴푸 400ML X2,['세정력_보통이에요']
한달사용기다른 샴푸 쓰다가 갈아타봤어요. 조금 더 사용해 보고 좋으면 정착해도 될 것 같아요. 빠른 배송도 감사합니다.,5,23.07.13.,옵션: 04 비듬 두피용 샴푸 400ML X2,"['헤어_복합성가는 모발', '세정력_아주 만족해요']"
