content,score,date,option,satis_list
지난번에 구매하고 재사용합니다 자극적이지않아요,5,23.09.01.,조합상품: 1. 탈모샴푸 500ml X 1개,"['두피자극_순해요', '탈모케어_잘 모르겠어요', '세정력_아주 만족해요']"
재구매잘 쓰고있습니다 탈모,5,23.09.05.,조합상품: 1. 탈모샴푸 500ml X 1개,"['두피자극_순해요', '탈모케어_아주 만족해요', '세정력_아주 만족해요']"
거품도 좋고 머리 감을때 좋아요~ 향도 괜찮구요~ 다쓰고 또 구매하고 싶은 맘이 드네요~ 굳굳!,5,23.08.10.,조합상품: 1. 탈모샴푸 500ml X 1개,"['헤어_지성윤기 부족', '두피자극_순해요', '탈모케어_아주 만족해요', '세정력_아주 만족해요']"
향기가 좋아요~가격이 좀 비싸긴한데 바쁜아침말고 주말에 약성분 충분히 스며들게 머리감는용 이라서 괜찮은것 같아요~~^^,5,23.08.31.,조합상품: 1. 탈모샴푸 500ml X 1개,"['헤어_복합성손상모윤기 부족탈모', '두피자극_순해요', '탈모케어_잘 모르겠어요', '세정력_아주 만족해요']"
한달사용기머릿결이 좋아지네요 자극도 없고,5,23.08.22.,조합상품: 4. 트리트먼트 500ml X 2개,"['두피자극_순해요', '탈모케어_아주 만족해요', '세정력_아주 만족해요']"
재구매탈모완화에 도움이 되는것 같고 향도 괜찮고 만족하고 계속 주문해 쓰고 있어요~ㅎㅎ,4,23.09.09.,조합상품: 1. 탈모샴푸 500ml X 1개,"['세정력_보통이에요', '두피자극_순해요', '탈모케어_별로예요']"
첨써보는데 잘쓰겟습니다 좋아요,5,23.08.22.,조합상품: 3. 탈모샴푸 500ml X 2개,"['두피자극_보통이에요', '탈모케어_잘 모르겠어요', '세정력_아주 만족해요']"
한달사용기재구매항상 쓰고있는데 시원하고 말끔해서 좋습니다,3,23.08.21.,조합상품: 3. 탈모샴푸 500ml X 2개,"['헤어_지성가려움', '세정력_보통이에요', '두피자극_보통이에요', '탈모케어_잘 모르겠어요']"
남편이 머리가 많이 빠져서 한번 구매해보았어요 아직 사용전이고 사용후 머리 빠짐이 적어졌으면 합니다 한달후기 올릴게요,5,23.08.10.,조합상품: 3. 탈모샴푸 500ml X 2개,"['두피자극_보통이에요', '탈모케어_잘 모르겠어요', '세정력_아주 만족해요']"
재구매다른 탈모샴푸 대비 가성비도 있고 가려움도 덜해서 좋아요! 두번째 구매입니다!,5,23.08.31.,조합상품: 3. 탈모샴푸 500ml X 2개,"['세정력_보통이에요', '두피자극_보통이에요', '탈모케어_잘 모르겠어요']"
한달사용기샴푸도 순하고 머리를 개운하게 해주네요,5,23.08.22.,조합상품: 3. 탈모샴푸 500ml X 2개,"['두피자극_순해요', '탈모케어_아주 만족해요', '세정력_아주 만족해요']"
아직 그렇게 여러번 써보지 않아서 솔직히 효과는 잘 모르겠습니다.^^ 꾸준히 써 보려구요~~,3,23.09.02.,조합상품: 1. 탈모샴푸 500ml X 1개,"['세정력_보통이에요', '두피자극_보통이에요', '탈모케어_잘 모르겠어요']"
너무좋은데 가격이 조금만 저렴했으면좋겠네요,5,23.09.07.,조합상품: 3. 탈모샴푸 500ml X 2개,"['두피자극_순해요', '탈모케어_아주 만족해요', '세정력_아주 만족해요']"
냄새도 좋고 머리가 부드러워요 탈모에 좋은지는 잘 모르겠어오,4,23.08.10.,조합상품: 3. 탈모샴푸 500ml X 2개,"['헤어_지성손상모탈모', '두피자극_보통이에요', '탈모케어_잘 모르겠어요', '세정력_아주 만족해요']"
재구매계속 사용중입니다. 모발이 튼튼해졌어요.,5,23.09.06.,조합상품: 3. 탈모샴푸 500ml X 2개,"['두피자극_순해요', '탈모케어_아주 만족해요', '세정력_아주 만족해요']"
예전부터 쓰던 상품이에요. 솔직히 가격이 좀 사악한지라 한동안 끊었다가 다시 구매하게 되었어요.다른 탈모 방지 샴푸는 헹굼후 머릿결이 마음에 안드는데 이 제품은 믿고 쓰는 제품이라 가격을 제외하면 여러모로 만족합니다,5,23.07.21.,조합상품: 3. 탈모샴푸 500ml X 2개,"['두피자극_순해요', '탈모케어_아주 만족해요', '세정력_아주 만족해요']"
거품도 충분하고 좋아요.,5,23.08.19.,조합상품: 1. 탈모샴푸 500ml X 1개,"['두피자극_순해요', '탈모케어_아주 만족해요', '세정력_아주 만족해요']"
안녕하세요 감사합니다  사용 해 보니 모발이 굵어지는 느낌입니다  늘 번창하시기를 바랍니다,5,23.08.29.,조합상품: 5. 탈모샴푸1개+트리트먼트1개,"['헤어_복합성탈모', '두피자극_순해요', '탈모케어_아주 만족해요', '세정력_아주 만족해요']"
항상 쓰던거라 가격이 올라도 살수밖에 없네요;;  만족하며 잘쓰고있어요,5,23.08.01.,조합상품: 4. 트리트먼트 500ml X 2개,"['두피자극_순해요', '탈모케어_잘 모르겠어요', '세정력_아주 만족해요']"
항상 쓰던거라 가격이 올라도 살수밖에 없네요;;  만족하며 잘쓰고있어요.,5,23.08.01.,조합상품: 3. 탈모샴푸 500ml X 2개,"['두피자극_순해요', '탈모케어_잘 모르겠어요', '세정력_아주 만족해요']"
머리밑 냄새때문에 구입했는데 냄새가 빠진않네요 ..,4,23.08.14.,조합상품: 1. 탈모샴푸 500ml X 1개,"['세정력_보통이에요', '두피자극_순해요', '탈모케어_잘 모르겠어요']"
탈모가 신경쓰여서 주문했어요. 여행용 써보고 좋으면 큰용량으로 주문하려구요.,4,23.08.03.,조합상품: 6. 여행용샴푸(100ml) X 3개,"['세정력_보통이에요', '두피자극_보통이에요', '탈모케어_잘 모르겠어요']"
한달사용기제가 머리가 잘 빠지는데 비오틴 먹고 이 샴푸 쓰면 머리가 거의 안 빠져서 좋습니다,5,23.08.08.,조합상품: 1. 탈모샴푸 500ml X 1개,"['두피자극_보통이에요', '탈모케어_아주 만족해요', '세정력_아주 만족해요']"
우선 배송은 정말 빠르고 샴푸도 좋은 거 같네요.,5,23.08.28.,조합상품: 1. 탈모샴푸 500ml X 1개,"['두피자극_순해요', '탈모케어_잘 모르겠어요', '세정력_아주 만족해요']"
한달사용기재구매1년째 계속 이용하고 있습니다. 본인한테는 잘 맞네요.,5,23.08.30.,조합상품: 1. 탈모샴푸 500ml X 1개,"['헤어_지성탈모민감성 두피', '두피자극_순해요', '탈모케어_아주 만족해요', '세정력_아주 만족해요']"
한달사용기써보니 세정력이 좋아서 계속 쓰고 잇어요.,5,23.08.10.,조합상품: 3. 탈모샴푸 500ml X 2개,"['헤어_복합성손상모', '두피자극_보통이에요', '탈모케어_잘 모르겠어요', '세정력_아주 만족해요']"
탈모에 좋다고 해서 주문햤어요.,5,23.08.12.,조합상품: 1. 탈모샴푸 500ml X 1개,"['헤어_지성탈모', '두피자극_순해요', '탈모케어_아주 만족해요', '세정력_아주 만족해요']"
물건 잘 받았습니다,5,23.09.04.,조합상품: 1. 탈모샴푸 500ml X 1개,"['세정력_보통이에요', '두피자극_순해요', '탈모케어_아주 만족해요']"
한달사용기머리가 조금 덜빠지는 느끼있습니다.또신청하죠,5,23.08.24.,조합상품: 1. 탈모샴푸 500ml X 1개,"['세정력_보통이에요', '두피자극_보통이에요', '탈모케어_잘 모르겠어요']"
사용한지 오래되지 않아서 확실한 효과는 아직 잘 모르겠네요.. 사용할수록 효과가 나기를 바래봅니다.,4,23.08.19.,조합상품: 3. 탈모샴푸 500ml X 2개,"['세정력_보통이에요', '두피자극_보통이에요', '탈모케어_잘 모르겠어요']"
한달사용기좋아요 잘쓰고잇습니다,5,23.08.30.,조합상품: 1. 탈모샴푸 500ml X 1개,"['두피자극_순해요', '탈모케어_아주 만족해요', '세정력_아주 만족해요']"
한달사용기항상잘 쓰고 있습니다 일단 머리결이 부드럽고 린스를 안해도 될 정도네요,5,23.07.31.,조합상품: 1. 탈모샴푸 500ml X 1개,"['헤어_복합성윤기 부족', '두피자극_순해요', '탈모케어_잘 모르겠어요', '세정력_아주 만족해요']"
한달사용기재구매탈모예방차원에서 사용중입니다 거품도풍부하고 세정력도 좋아 계속 사용중입니다,5,23.08.01.,조합상품: 1. 탈모샴푸 500ml X 1개,"['두피자극_순해요', '탈모케어_잘 모르겠어요', '세정력_아주 만족해요']"
오늘 처음 써 봤는데 만족합니다,5,23.08.04.,조합상품: 1. 탈모샴푸 500ml X 1개,"['헤어_건성탈모', '두피자극_순해요', '탈모케어_아주 만족해요', '세정력_아주 만족해요']"
한달사용기조금만 써도 거품이잘나고 머릿결이 부드러워요,5,23.08.23.,조합상품: 3. 탈모샴푸 500ml X 2개,"['헤어_복합성손상모', '두피자극_순해요', '탈모케어_아주 만족해요', '세정력_아주 만족해요']"
재구매항상 사용하는 제품 입니다,5,23.08.25.,조합상품: 3. 탈모샴푸 500ml X 2개,"['두피자극_순해요', '탈모케어_아주 만족해요', '세정력_아주 만족해요']"
좋아요 느낌이 좋아요 한번 쓰고 다시 구매합니다,5,23.07.26.,조합상품: 3. 탈모샴푸 500ml X 2개,"['두피자극_순해요', '탈모케어_아주 만족해요', '세정력_아주 만족해요']"
한달사용기재 주문 각 입니다,5,23.08.30.,조합상품: 1. 탈모샴푸 500ml X 1개,"['두피자극_순해요', '탈모케어_잘 모르겠어요', '세정력_아주 만족해요']"
새치로 인한 잦은 염색으로 머리카락이 많이 가늘고 힘이 없습니다.예전에 꾸준히 썼었고 한동안 염색샴푸 쓰다가 다시 사용하려고 구매했습니다  머릿결  확실히 매끄러워지고 힘도 좋아지는거 같아요.써 봤던거라 효과는 의심할것 없이 재구매입니다,5,23.07.06.,조합상품: 3. 탈모샴푸 500ml X 2개,"['두피자극_순해요', '탈모케어_아주 만족해요', '세정력_아주 만족해요']"
재구매했어요 거품도 잘 나고 부드러워요,5,23.07.28.,조합상품: 5. 탈모샴푸1개+트리트먼트1개,"['헤어_지성볼륨 부족', '두피자극_순해요', '탈모케어_아주 만족해요', '세정력_아주 만족해요']"
샴푸질이 달라요 아주 만족합니다,5,23.08.16.,조합상품: 3. 탈모샴푸 500ml X 2개,"['두피자극_순해요', '탈모케어_아주 만족해요', '세정력_아주 만족해요']"
재구매늘사용합니다 좋습니다.,5,23.08.22.,조합상품: 3. 탈모샴푸 500ml X 2개,"['두피자극_순해요', '탈모케어_아주 만족해요', '세정력_아주 만족해요']"
한달사용기배송 빠르고 매우 만족합니다 ~~,5,23.08.22.,조합상품: 3. 탈모샴푸 500ml X 2개,"['두피자극_순해요', '탈모케어_아주 만족해요', '세정력_아주 만족해요']"
아직 초기입니다 . 효과가 있기를 바랍니다.,5,23.07.26.,조합상품: 1. 탈모샴푸 500ml X 1개,"['두피자극_보통이에요', '탈모케어_잘 모르겠어요', '세정력_아주 만족해요']"
한달사용기머리는 덜빠지는거 같아요... 더써봐야 알거 같지만,4,23.08.14.,조합상품: 3. 탈모샴푸 500ml X 2개,"['헤어_건성볼륨 부족가는 모발탈모', '두피자극_순해요', '탈모케어_잘 모르겠어요', '세정력_아주 만족해요']"
괜찮을거같아 구매했어요,5,23.08.21.,조합상품: 3. 탈모샴푸 500ml X 2개,"['두피자극_순해요', '탈모케어_아주 만족해요', '세정력_아주 만족해요']"
한달사용기재구매상쾌해서 좋네요.. ㅎㅎ,4,23.08.22.,조합상품: 3. 탈모샴푸 500ml X 2개,"['세정력_보통이에요', '두피자극_순해요', '탈모케어_아주 만족해요']"
한달사용기향도좋고 머리도 기존보다 조금 덜빠지는것같습니다.,5,23.07.24.,조합상품: 3. 탈모샴푸 500ml X 2개,"['헤어_복합성민감성 두피', '두피자극_순해요', '탈모케어_아주 만족해요', '세정력_아주 만족해요']"
한달사용기정기구독정기배송 신청해서  사용하고 있어요 매우만족합니다,5,23.08.09.,조합상품: 1. 탈모샴푸 500ml X 1개,"['두피자극_순해요', '탈모케어_아주 만족해요', '세정력_아주 만족해요']"
가격좋고 여행용사이즈가 있어서 좋아요,5,23.08.08.,조합상품: 7. 탈모샴푸 1개+여행용샴푸 3개,"['세정력_보통이에요', '두피자극_순해요', '탈모케어_아주 만족해요']"
재구매사용후 머리결하고 탈모증상이 확 줄어 들어 계속사용중입니다,5,23.08.11.,조합상품: 4. 트리트먼트 500ml X 2개,"['두피자극_순해요', '탈모케어_아주 만족해요', '세정력_아주 만족해요']"
한달사용기잘사용하고 있습니다  촉촉하고 머리결도부드럽습니다 탈모예방은 아직더써봐야 알것같아요  꾸준히쓰볼께요^^,5,23.08.03.,조합상품: 3. 탈모샴푸 500ml X 2개,"['두피자극_순해요', '탈모케어_잘 모르겠어요', '세정력_아주 만족해요']"
받아보고  바로사용해봤는데 순하고 적은양으로거품도 많이나고 머리결도 부드럽고 넘좋은것같아요 파마 염색머리입니다  머리결이 안좋아지고 나이들수록 탈모될까 걱정이라 구매하게 되었네요 꾸준히 쓰볼께요 ^^,5,23.06.27.,조합상품: 3. 탈모샴푸 500ml X 2개,"['두피자극_순해요', '탈모케어_아주 만족해요', '세정력_아주 만족해요']"
재구매계속쓰고있는데 좋아서 항상 사고있습니다,4,23.07.21.,조합상품: 3. 탈모샴푸 500ml X 2개,"['헤어_지성가려움', '두피자극_순해요', '탈모케어_아주 만족해요', '세정력_아주 만족해요']"
한달사용기기능은 잘 모르겠고 일단 향이 매우 좋아서 온 가족이 사용중이에요 당분간 이 샴푸에 정착할 듯요,5,23.07.14.,조합상품: 3. 탈모샴푸 500ml X 2개,"['세정력_보통이에요', '두피자극_순해요', '탈모케어_잘 모르겠어요']"
재구매아빠가 매일 사용하시는 샴푸에요 그래서 다쓰면 계속 주문중입니다,5,23.07.12.,조합상품: 1. 탈모샴푸 500ml X 1개,"['헤어_지성가는 모발', '두피자극_순해요', '탈모케어_잘 모르겠어요', '세정력_아주 만족해요']"
정기구독배송도 빠르고 매우만족합니다  재구매하고 있어요,5,23.08.06.,조합상품: 1. 탈모샴푸 500ml X 1개,"['두피자극_순해요', '탈모케어_아주 만족해요', '세정력_아주 만족해요']"
재구매4번째 구매해서 사용하고 있습니다.,5,23.07.23.,조합상품: 1. 탈모샴푸 500ml X 1개,"['헤어_지성탈모민감성 두피', '두피자극_순해요', '탈모케어_아주 만족해요', '세정력_아주 만족해요']"
재구매늘 잘 쓰고있어요 이 제품 쓰기전엔 가려움증과 뽀루지도 한두개씩 계속 생겨서 고민이 참 많았어요 사용후 가려움증과 뽀루지는 완전히 사라졌어요 그래도 아직 탈모에 도움 되는지는 잘 모르겠어요,5,23.07.14.,조합상품: 3. 탈모샴푸 500ml X 2개,"['두피자극_순해요', '탈모케어_잘 모르겠어요', '세정력_아주 만족해요']"
재구매아들이 항상쓰는 제품 몇번째구입하는지ㅎ 향도좋고 머리카락도 부드럽고 좋아요,5,23.07.05.,조합상품: 1. 탈모샴푸 500ml X 1개,"['두피자극_순해요', '탈모케어_아주 만족해요', '세정력_아주 만족해요']"
한달사용기엄마가 구매해달라고하셔서 구매해드렸어요 머리빠짐도 덜하고 좋다고하세요,4,23.07.11.,조합상품: 3. 탈모샴푸 500ml X 2개,"['헤어_복합성손상모볼륨 부족가는 모발', '세정력_보통이에요', '두피자극_보통이에요', '탈모케어_잘 모르겠어요']"
"재구매배송도 빠르고, 샴푸도 좋아요.",5,23.08.11.,조합상품: 3. 탈모샴푸 500ml X 2개,"['두피자극_순해요', '탈모케어_잘 모르겠어요', '세정력_아주 만족해요']"
머라빠짐이 정말 없어짐,5,23.08.11.,조합상품: 3. 탈모샴푸 500ml X 2개,"['헤어_건성피지 과다', '두피자극_순해요', '탈모케어_아주 만족해요', '세정력_아주 만족해요']"
며칠되지 않았지만 일단은 좋습니다 거품도 잘나고,5,23.08.04.,조합상품: 3. 탈모샴푸 500ml X 2개,"['세정력_보통이에요', '두피자극_보통이에요', '탈모케어_잘 모르겠어요']"
한달사용기재구매두번째 재구매해서 쓰고 있어요,3,23.08.09.,조합상품: 1. 탈모샴푸 500ml X 1개,"['세정력_보통이에요', '두피자극_보통이에요', '탈모케어_잘 모르겠어요']"
자주 사용하는 제품입니다.,5,23.08.07.,조합상품: 1. 탈모샴푸 500ml X 1개,"['두피자극_순해요', '탈모케어_잘 모르겠어요', '세정력_아주 만족해요']"
재구매햇어요. 세정력 좋아요. 탈모는 모르겠어요.,5,23.07.10.,조합상품: 3. 탈모샴푸 500ml X 2개,"['헤어_복합성손상모', '두피자극_보통이에요', '탈모케어_잘 모르겠어요', '세정력_아주 만족해요']"
아직 사용전이지만 다른 리뷰들도 좋고 현재 사용하고 있는 른 맥주효모 제품도 만족하지만 효모농도가 5배나 큰 만큼  더 좋을거라 믿습니다,5,23.07.25.,조합상품: 6. 여행용샴푸(100ml) X 3개,"['헤어_복합성탈모가는 모발', '두피자극_순해요', '탈모케어_아주 만족해요', '세정력_아주 만족해요']"
아직사용전이긴하나 구매평이 좋아서 별5점 남깁니다 ~~^^,5,23.07.12.,조합상품: 1. 탈모샴푸 500ml X 1개,"['두피자극_순해요', '탈모케어_아주 만족해요', '세정력_아주 만족해요']"
재구매재구매해서 사용중입니다 맥주효모원료라해서 믿고 씁니다,4,23.07.13.,조합상품: 1. 탈모샴푸 500ml X 1개,"['두피자극_순해요', '탈모케어_잘 모르겠어요', '세정력_아주 만족해요']"
한달사용기잘 사용하고 있습니다. 좋아요.,5,23.07.15.,조합상품: 3. 탈모샴푸 500ml X 2개,"['두피자극_순해요', '탈모케어_잘 모르겠어요', '세정력_아주 만족해요']"
도움되는것 같기도 하고 더 사용해봐야 확실히 효과를 말할수 있겠어요,5,23.07.26.,조합상품: 1. 탈모샴푸 500ml X 1개,"['두피자극_순해요', '탈모케어_아주 만족해요', '세정력_아주 만족해요']"
아직까진 큰 효과 모르겠어요,5,23.07.16.,조합상품: 1. 탈모샴푸 500ml X 1개,"['헤어_지성탈모지루성 두피', '두피자극_순해요', '탈모케어_아주 만족해요', '세정력_아주 만족해요']"
만족합니다 감사합니다,5,23.08.22.,조합상품: 1. 탈모샴푸 500ml X 1개,"['두피자극_순해요', '탈모케어_아주 만족해요', '세정력_아주 만족해요']"
부드럽고 좋아요 *********,5,23.07.18.,조합상품: 1. 탈모샴푸 500ml X 1개,"['헤어_건성가는 모발', '두피자극_순해요', '탈모케어_아주 만족해요', '세정력_아주 만족해요']"
탈모방지효과가 있는지는  크게느끼질 못했지만  전보다 머리카락은  덜빠지는거같기도하고..그러나분명한건  써본삼푸중 가장  머리가부드러워진것을 느낍니다  촉감도좋구요,5,23.07.15.,조합상품: 3. 탈모샴푸 500ml X 2개,"['두피자극_순해요', '탈모케어_잘 모르겠어요', '세정력_아주 만족해요']"
한달사용기부드럽고 너무 좋아요,5,23.07.13.,조합상품: 1. 탈모샴푸 500ml X 1개,"['두피자극_순해요', '탈모케어_아주 만족해요', '세정력_아주 만족해요']"
한달사용기유목민인데ㅠ 이건두통째에요 효능은 모르겠지만 계속씁니다,5,23.07.20.,조합상품: 3. 탈모샴푸 500ml X 2개,"['세정력_보통이에요', '두피자극_보통이에요', '탈모케어_잘 모르겠어요']"
늘 잘쓰고 있어요~~~~,5,23.08.03.,조합상품: 1. 탈모샴푸 500ml X 1개,"['두피자극_순해요', '탈모케어_잘 모르겠어요', '세정력_아주 만족해요']"
향기도 괜찮고 거품도적당해서 샴푸하기좋네요,5,23.07.23.,조합상품: 3. 탈모샴푸 500ml X 2개,"['두피자극_보통이에요', '탈모케어_잘 모르겠어요', '세정력_아주 만족해요']"
계속 쓰는 제품입니다 탈모에는 도움이 되는진 모르겠으나 린스를 하지 않아도 괜챦네요  미니 선물이 있네요,5,23.06.27.,조합상품: 1. 탈모샴푸 500ml X 1개,"['헤어_복합성윤기 부족', '두피자극_순해요', '탈모케어_잘 모르겠어요', '세정력_아주 만족해요']"
귣!!!!!!!!!!!!!,5,23.08.26.,조합상품: 7. 탈모샴푸 1개+여행용샴푸 3개,"['두피자극_순해요', '탈모케어_아주 만족해요', '세정력_아주 만족해요']"
한달사용기계속 사용하는 샴푸에요. 두피에 자극도 없고 깨끗하게 닦이는 느낌이라 참 좋아요. 거품도 잘 나서 샴푸하기 편하고 좋습니다. 다 사용하고나면 또 재구매할거에요~,5,23.06.10.,조합상품: 3. 탈모샴푸 500ml X 2개,"['세정력_보통이에요', '두피자극_순해요', '탈모케어_잘 모르겠어요']"
아직은 잘모르겠지만 계속 써볼께요,5,23.07.26.,조합상품: 7. 탈모샴푸 1개+여행용샴푸 3개,"['두피자극_순해요', '탈모케어_잘 모르겠어요', '세정력_아주 만족해요']"
한달사용기...뽀루지가 나 더라구요..나 한데는 안맞아요..향은 괜찮아오..거품도 좋구요,2,23.07.12.,조합상품: 1. 탈모샴푸 500ml X 1개,"['세정력_보통이에요', '두피자극_보통이에요', '탈모케어_잘 모르겠어요']"
재구매탈모에 이만한 샴푸 업ㄹ어요,5,23.07.28.,조합상품: 1. 탈모샴푸 500ml X 1개,"['두피자극_순해요', '탈모케어_아주 만족해요', '세정력_아주 만족해요']"
미끄러움이 남아 있어서 약간 아쉽네요..,5,23.07.21.,조합상품: 3. 탈모샴푸 500ml X 2개,"['두피자극_순해요', '탈모케어_잘 모르겠어요', '세정력_아주 만족해요']"
향이 좋고 탈모에 도움이 되는지는 아직더써봐야 알거같습니다.,5,23.06.26.,조합상품: 3. 탈모샴푸 500ml X 2개,"['헤어_복합성민감성 두피', '두피자극_순해요', '탈모케어_아주 만족해요', '세정력_아주 만족해요']"
재구매아주아주 만족스럽습니다,5,23.08.13.,조합상품: 4. 트리트먼트 500ml X 2개,"['두피자극_순해요', '탈모케어_아주 만족해요', '세정력_아주 만족해요']"
늘상 구매하는 제품 입니다,5,23.07.23.,조합상품: 3. 탈모샴푸 500ml X 2개,"['헤어_건성손상모', '두피자극_보통이에요', '탈모케어_잘 모르겠어요', '세정력_아주 만족해요']"
한달사용기저는 탈모 없지만 남편 사용하라고 구입했는데 제 만족도댜 매우 높아요. 거품도 잘 나는데 잘 씻겨 내려가는거 같아서 매우 묘하게 매력적인 샴푸에요. 다른 샴푸 못 써요. 제 인생샴푸♥,5,23.06.09.,조합상품: 3. 탈모샴푸 500ml X 2개,"['두피자극_순해요', '탈모케어_잘 모르겠어요', '세정력_아주 만족해요']"
한달사용기정말 머리가 덜  빠지고 있어요 다니는 미용실에서 머리숱이 많아졌다고 하네요,5,23.06.20.,조합상품: 3. 탈모샴푸 500ml X 2개,"['두피자극_순해요', '탈모케어_아주 만족해요', '세정력_아주 만족해요']"
한달사용기좋아여 머리결이 부드러워진게 느껴져요 볼륨감도 더 사는거 같아요,5,23.06.20.,조합상품: 3. 탈모샴푸 500ml X 2개,"['헤어_지성볼륨 부족', '두피자극_순해요', '탈모케어_아주 만족해요', '세정력_아주 만족해요']"
써본것중에는 젤 맘에 들더라구요 계속 쓰는중입니다,5,23.06.19.,조합상품: 1. 탈모샴푸 500ml X 1개,"['두피자극_순해요', '탈모케어_아주 만족해요', '세정력_아주 만족해요']"
항상 구매하는 제품입니다. 감사합니다.,5,23.07.12.,조합상품: 2. 트리트먼트 500ml X 1개,"['두피자극_순해요', '탈모케어_아주 만족해요', '세정력_아주 만족해요']"
만족합니다.만족합니다.,5,23.07.20.,조합상품: 3. 탈모샴푸 500ml X 2개,"['두피자극_보통이에요', '탈모케어_잘 모르겠어요', '세정력_아주 만족해요']"
머릿결을 부드럽게 잘 만들어줘요,5,23.06.28.,조합상품: 4. 트리트먼트 500ml X 2개,"['두피자극_순해요', '탈모케어_아주 만족해요', '세정력_아주 만족해요']"
재구매출산하고 재구매해요! 산후 탈모 무서워서 더 열심히 쓰고있습니다 ㅎㅎ,5,23.07.09.,조합상품: 3. 탈모샴푸 500ml X 2개,"['세정력_보통이에요', '두피자극_보통이에요', '탈모케어_아주 만족해요']"
머리가 잘 자라고 있습니다,5,23.06.28.,조합상품: 3. 탈모샴푸 500ml X 2개,"['두피자극_순해요', '탈모케어_아주 만족해요', '세정력_아주 만족해요']"
아직은 사용전인데 나중에 또 구매 할게요~,4,23.06.22.,조합상품: 1. 탈모샴푸 500ml X 1개,"['두피자극_순해요', '탈모케어_잘 모르겠어요', '세정력_아주 만족해요']"
탈모가 진행중이라 열심히 써볼려구요,5,23.06.23.,조합상품: 1. 탈모샴푸 500ml X 1개,"['두피자극_순해요', '탈모케어_아주 만족해요', '세정력_아주 만족해요']"
배송빠르네요 효과있었음좋겠어요,4,23.06.20.,조합상품: 1. 탈모샴푸 500ml X 1개,"['세정력_보통이에요', '두피자극_보통이에요', '탈모케어_잘 모르겠어요']"
다른 탈모샴프쓰다가 한번 써보려고 구매 했어요,4,23.07.11.,조합상품: 3. 탈모샴푸 500ml X 2개,"['헤어_건성볼륨 부족가는 모발탈모', '두피자극_순해요', '탈모케어_아주 만족해요', '세정력_아주 만족해요']"
